co2,createdAt,expireAt,humidity,iaqi.e_score,iaqi.i_score,iaqi.m_score,iaqi.primary_grade,iaqi.sub_level,iaqiScore,k,kCo2,kEffective,kPm25,kR2Co2,kR2Pm25,kSampleCountCo2,kSampleCountPm25,kSource,nox,pm25,source_collection,temp,timestamp,tvoc,timestamp_kst,rCo2,rPm25,rVoc,rK,rTh,m_orig,m_no_k,m_no_k_th
617.3333129882812,2026-04-12T22:27:06.568Z,2026-05-12T22:27:05.634Z,41.16656494140625,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.153,0.8915,0.0127,48,48,computed_co2_regression,3.0,17.83333396911621,history,24.767677307128903,2026-04-12 22:27:06.568000+00:00,21.0,2026-04-13 07:27:06.568000+09:00,0.04333328247070312,0.08095239911760603,0.0,3.0,0.883343505859375,3.0,0.08095239911760603,0.883343505859375
617.0,2026-04-12T22:27:14.929Z,2026-05-12T22:27:13.855Z,41.22950744628906,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.379,0.884,0.0672,47,47,computed_co2_regression,3.0,17.66666603088379,history,24.79571533203125,2026-04-12 22:27:14.929000+00:00,21.0,2026-04-13 07:27:14.929000+09:00,0.0425,0.07619045802525111,0.0,3.0,0.8770492553710938,3.0,0.07619045802525111,0.8770492553710938
617.3333129882812,2026-04-12T22:27:20.773Z,2026-05-12T22:27:19.651Z,41.216156005859375,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.604,0.8757,0.1563,47,47,computed_co2_regression,3.0,17.5,history,24.79705047607422,2026-04-12 22:27:20.773000+00:00,21.0,2026-04-13 07:27:20.773000+09:00,0.04333328247070312,0.07142857142857142,0.0,3.0,0.8783843994140625,3.0,0.07142857142857142,0.8783843994140625
617.6666870117188,2026-04-12T22:27:26.643Z,2026-05-12T22:27:25.702Z,41.19422149658203,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.84,0.8672,0.2835,47,47,computed_co2_regression,3.0,17.5,history,24.78770446777344,2026-04-12 22:27:26.643000+00:00,21.0,2026-04-13 07:27:26.643000+09:00,0.04416671752929688,0.07142857142857142,0.0,3.0,0.8805778503417969,3.0,0.07142857142857142,0.8805778503417969
618.6666870117188,2026-04-12T22:27:32.575Z,2026-05-12T22:27:31.636Z,41.28577423095703,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,1.031,0.862,0.4003,47,47,computed_co2_regression,3.0,17.66666603088379,history,24.7850341796875,2026-04-12 22:27:32.575000+00:00,21.0,2026-04-13 07:27:32.575000+09:00,0.046666717529296874,0.07619045802525111,0.0,3.0,0.8714225769042969,3.0,0.07619045802525111,0.8714225769042969
619.6666870117188,2026-04-12T22:27:40.742Z,2026-05-12T22:27:39.637Z,41.28577423095703,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,1.149,0.8591,0.4749,47,47,computed_co2_regression,3.0,18.0,history,24.781028747558597,2026-04-12 22:27:40.742000+00:00,21.08333396911621,2026-04-13 07:27:40.742000+09:00,0.049166717529296876,0.08571428571428572,0.0,3.0,0.8714225769042969,3.0,0.08571428571428572,0.8714225769042969
621.0,2026-04-12T22:27:46.609Z,2026-05-12T22:27:45.651Z,41.18182373046875,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,1.235,0.8588,0.5324,47,47,computed_co2_regression,3.0,18.16666603088379,history,24.778358459472656,2026-04-12 22:27:46.609000+00:00,21.16666603088379,2026-04-13 07:27:46.609000+09:00,0.0525,0.0904761723109654,0.0,3.0,0.881817626953125,3.0,0.0904761723109654,0.881817626953125
622.0,2026-04-12T22:27:52.539Z,2026-05-12T22:27:51.603Z,41.193267822265625,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,1.265,0.8592,0.5529,47,47,computed_co2_regression,3.0,18.5,history,24.7850341796875,2026-04-12 22:27:52.539000+00:00,21.25,2026-04-13 07:27:52.539000+09:00,0.055,0.1,0.0,3.0,0.8806732177734375,3.0,0.1,0.8806732177734375
622.6666870117188,2026-04-12T22:27:58.684Z,2026-05-12T22:27:57.754Z,41.144630432128906,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,1.212,0.8595,0.5177,47,47,computed_co2_regression,3.0,19.0,history,24.798385620117188,2026-04-12 22:27:58.684000+00:00,21.33333396911621,2026-04-13 07:27:58.684000+09:00,0.056666717529296876,0.11428571428571428,0.0,3.0,0.8855369567871094,3.0,0.11428571428571428,0.8855369567871094
623.0,2026-04-12T22:28:05.488Z,2026-05-12T22:28:04.520Z,41.06070709228516,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,1.116,0.8595,0.4463,47,47,computed_co2_regression,3.0,19.5,history,24.79571533203125,2026-04-12 22:28:05.488000+00:00,21.41666603088379,2026-04-13 07:28:05.488000+09:00,0.0575,0.12857142857142856,0.0,3.0,0.8939292907714836,3.0,0.12857142857142856,0.8939292907714836
623.0,2026-04-12T22:28:11.858Z,2026-05-12T22:28:10.911Z,40.994903564453125,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.979,0.8673,0.3555,48,48,computed_co2_regression,3.0,20.0,history,24.79037475585937,2026-04-12 22:28:11.858000+00:00,21.5,2026-04-13 07:28:11.858000+09:00,0.0575,0.14285714285714285,0.0,3.0,0.9005096435546875,3.0,0.14285714285714285,0.9005096435546875
623.0,2026-04-12T22:28:18.961Z,2026-05-12T22:28:18.035Z,41.0216064453125,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.86,0.8586,0.2643,47,47,computed_co2_regression,3.0,19.83333396911621,history,24.798385620117188,2026-04-12 22:28:18.961000+00:00,21.58333396911621,2026-04-13 07:28:18.961000+09:00,0.0575,0.13809525626046318,0.0,3.0,0.89783935546875,3.0,0.13809525626046318,0.89783935546875
623.3333129882812,2026-04-12T22:28:25.145Z,2026-05-12T22:28:24.060Z,41.05498504638672,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.74,0.8592,0.1994,47,47,computed_co2_regression,3.0,19.66666603088379,history,24.80506134033203,2026-04-12 22:28:25.145000+00:00,21.66666603088379,2026-04-13 07:28:25.145000+09:00,0.05833328247070312,0.13333331516810826,0.0,3.0,0.8945014953613282,3.0,0.13333331516810826,0.8945014953613282
623.6666870117188,2026-04-12T22:28:33.685Z,2026-05-12T22:28:32.678Z,41.083595275878906,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.656,0.8619,0.1581,47,47,computed_co2_regression,3.0,19.5,history,24.80773162841797,2026-04-12 22:28:33.685000+00:00,21.75,2026-04-13 07:28:33.685000+09:00,0.05916671752929688,0.12857142857142856,0.0,3.0,0.8916404724121094,3.0,0.12857142857142856,0.8916404724121094
624.0,2026-04-12T22:28:39.541Z,2026-05-12T22:28:38.606Z,41.13032531738281,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.598,0.8646,0.1315,47,47,computed_co2_regression,3.0,19.5,history,24.81574249267578,2026-04-12 22:28:39.541000+00:00,21.83333396911621,2026-04-13 07:28:39.541000+09:00,0.06,0.12857142857142856,0.0,3.0,0.8869674682617188,3.0,0.12857142857142856,0.8869674682617188
624.0,2026-04-12T22:28:45.529Z,2026-05-12T22:28:44.586Z,41.13032531738281,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.555,0.8682,0.1133,47,47,computed_co2_regression,3.0,19.33333396911621,history,24.819747924804688,2026-04-12 22:28:45.529000+00:00,21.91666603088379,2026-04-13 07:28:45.529000+09:00,0.06,0.12380954197474889,0.0,3.0,0.8869674682617188,3.0,0.12380954197474889,0.8869674682617188
624.0,2026-04-12T22:28:51.520Z,2026-05-12T22:28:50.572Z,41.15321350097656,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.551,0.8732,0.112,47,47,computed_co2_regression,3.0,19.16666603088379,history,24.819747924804688,2026-04-12 22:28:51.520000+00:00,22.0,2026-04-13 07:28:51.520000+09:00,0.06,0.11904760088239397,0.0,3.0,0.8846786499023438,3.0,0.11904760088239397,0.8846786499023438
624.0,2026-04-12T22:28:57.644Z,2026-05-12T22:28:56.689Z,41.150352478027344,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.536,0.8825,0.1059,47,47,computed_co2_regression,3.0,19.5,history,24.80773162841797,2026-04-12 22:28:57.644000+00:00,22.0,2026-04-13 07:28:57.644000+09:00,0.06,0.12857142857142856,0.0,3.0,0.8849647521972657,3.0,0.12857142857142856,0.8849647521972657
624.0,2026-04-12T22:29:05.273Z,2026-05-12T22:29:04.327Z,41.13127899169922,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.497,0.8969,0.0902,47,47,computed_co2_regression,3.0,19.66666603088379,history,24.802391052246094,2026-04-12 22:29:05.273000+00:00,22.0,2026-04-13 07:29:05.273000+09:00,0.06,0.13333331516810826,0.0,3.0,0.8868721008300782,3.0,0.13333331516810826,0.8868721008300782
624.0,2026-04-12T22:29:11.923Z,2026-05-12T22:29:10.957Z,41.137001037597656,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.395,0.9103,0.0568,47,47,computed_co2_regression,3.0,19.83333396911621,history,24.80773162841797,2026-04-12 22:29:11.923000+00:00,22.0,2026-04-13 07:29:11.923000+09:00,0.06,0.13809525626046318,0.0,3.0,0.8862998962402344,3.0,0.13809525626046318,0.8862998962402344
624.0,2026-04-12T22:29:19.355Z,2026-05-12T22:29:18.419Z,41.04830932617188,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.281,0.916,0.0294,47,47,computed_co2_regression,3.0,19.66666603088379,history,24.80506134033203,2026-04-12 22:29:19.355000+00:00,22.0,2026-04-13 07:29:19.355000+09:00,0.06,0.13333331516810826,0.0,3.0,0.8951690673828118,3.0,0.13333331516810826,0.8951690673828118
624.0,2026-04-12T22:29:25.168Z,2026-05-12T22:29:24.193Z,41.04830932617188,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.155,0.9146,0.0092,47,47,computed_co2_regression,3.0,19.66666603088379,history,24.806396484375,2026-04-12 22:29:25.168000+00:00,22.0,2026-04-13 07:29:25.168000+09:00,0.06,0.13333331516810826,0.0,3.0,0.8951690673828118,3.0,0.13333331516810826,0.8951690673828118
624.0,2026-04-12T22:29:31.094Z,2026-05-12T22:29:30.155Z,41.13795471191406,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.028,0.9125,0.0003,47,47,computed_co2_regression,3.0,19.5,history,24.80506134033203,2026-04-12 22:29:31.094000+00:00,22.0,2026-04-13 07:29:31.094000+09:00,0.06,0.12857142857142856,0.0,3.0,0.8862045288085938,3.0,0.12857142857142856,0.8862045288085938
623.6666870117188,2026-04-12T22:29:37.179Z,2026-05-12T22:29:36.249Z,41.025421142578125,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.909,0.0018,47,47,computed_co2_regression,3.0,19.0,history,24.79571533203125,2026-04-12 22:29:37.179000+00:00,22.0,2026-04-13 07:29:37.179000+09:00,0.05916671752929688,0.11428571428571428,0.0,3.0,0.8974578857421875,3.0,0.11428571428571428,0.8974578857421875
623.0,2026-04-12T22:29:43.134Z,2026-05-12T22:29:42.200Z,40.89095306396485,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.9001,0.0068,47,47,computed_co2_regression,3.0,18.83333396911621,history,24.81707763671875,2026-04-12 22:29:43.134000+00:00,22.0,2026-04-13 07:29:43.134000+09:00,0.0575,0.1095238276890346,0.0,3.0,0.9109046936035149,3.0,0.1095238276890346,0.9109046936035149
621.6666870117188,2026-04-12T22:29:49.190Z,2026-05-12T22:29:48.242Z,40.93482208251953,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.8762,0.0136,47,47,computed_co2_regression,3.0,19.0,history,24.845115661621094,2026-04-12 22:29:49.190000+00:00,22.0,2026-04-13 07:29:49.190000+09:00,0.05416671752929687,0.11428571428571428,0.0,3.0,0.9065177917480469,3.0,0.11428571428571428,0.9065177917480469
620.6666870117188,2026-04-12T22:29:55.317Z,2026-05-12T22:29:54.267Z,41.03400421142578,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.8382,0.0228,47,47,computed_co2_regression,3.0,19.33333396911621,history,24.83710479736328,2026-04-12 22:29:55.317000+00:00,22.0,2026-04-13 07:29:55.317000+09:00,0.05166671752929688,0.12380954197474889,0.0,3.0,0.8965995788574219,3.0,0.12380954197474889,0.8965995788574219
620.0,2026-04-12T22:30:03.756Z,2026-05-12T22:30:02.799Z,41.04258728027344,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.7866,0.0341,47,47,computed_co2_regression,3.0,19.5,history,24.835769653320312,2026-04-12 22:30:03.756000+00:00,22.0,2026-04-13 07:30:03.756000+09:00,0.05,0.12857142857142856,0.0,3.0,0.8957412719726563,3.0,0.12857142857142856,0.8957412719726563
620.0,2026-04-12T22:30:09.552Z,2026-05-12T22:30:08.605Z,41.05117034912109,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.7332,0.0511,47,47,computed_co2_regression,3.0,19.5,history,24.843780517578125,2026-04-12 22:30:09.552000+00:00,22.0,2026-04-13 07:30:09.552000+09:00,0.05,0.12857142857142856,0.0,3.0,0.8948829650878913,3.0,0.12857142857142856,0.8948829650878913
620.3333129882812,2026-04-12T22:30:15.981Z,2026-05-12T22:30:15.035Z,41.037818908691406,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.682,0.0789,47,47,computed_co2_regression,3.0,19.83333396911621,history,24.843780517578125,2026-04-12 22:30:15.981000+00:00,22.0,2026-04-13 07:30:15.981000+09:00,0.05083328247070312,0.13809525626046318,0.0,3.0,0.8962181091308594,3.0,0.13809525626046318,0.8962181091308594
620.6666870117188,2026-04-12T22:30:23.387Z,2026-05-12T22:30:22.412Z,40.95484924316406,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.6322,0.1054,47,47,computed_co2_regression,3.0,19.83333396911621,history,24.846450805664062,2026-04-12 22:30:23.387000+00:00,22.0,2026-04-13 07:30:23.387000+09:00,0.05166671752929688,0.13809525626046318,0.0,3.0,0.9045150756835938,3.0,0.13809525626046318,0.9045150756835938
621.0,2026-04-12T22:30:29.141Z,2026-05-12T22:30:28.204Z,40.845176696777344,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.586,0.1185,47,47,computed_co2_regression,3.0,19.5,history,24.84912109375,2026-04-12 22:30:29.141000+00:00,22.0,2026-04-13 07:30:29.141000+09:00,0.0525,0.12857142857142856,0.0,3.0,0.9154823303222657,3.0,0.12857142857142856,0.9154823303222657
621.0,2026-04-12T22:30:35.262Z,2026-05-12T22:30:34.167Z,40.74885559082031,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.5372,0.1098,47,47,computed_co2_regression,3.0,19.0,history,24.84778594970703,2026-04-12 22:30:35.262000+00:00,22.0,2026-04-13 07:30:35.262000+09:00,0.0525,0.11428571428571428,0.0,3.0,0.9251144409179688,3.0,0.11428571428571428,0.9251144409179688
621.3333129882812,2026-04-12T22:30:41.177Z,2026-05-12T22:30:40.184Z,40.6859130859375,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.4926,0.0958,47,47,computed_co2_regression,3.0,18.83333396911621,history,24.853126525878903,2026-04-12 22:30:41.177000+00:00,22.0,2026-04-13 07:30:41.177000+09:00,0.053333282470703125,0.1095238276890346,0.0,3.0,0.93140869140625,3.0,0.1095238276890346,0.93140869140625
621.6666870117188,2026-04-12T22:30:47.828Z,2026-05-12T22:30:46.743Z,40.831825256347656,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.4524,0.0776,47,47,computed_co2_regression,3.0,18.66666603088379,history,24.86113739013672,2026-04-12 22:30:47.828000+00:00,22.0,2026-04-13 07:30:47.828000+09:00,0.05416671752929687,0.10476188659667969,0.0,3.0,0.9168174743652344,3.0,0.10476188659667969,0.9168174743652344
622.0,2026-04-12T22:30:55.043Z,2026-05-12T22:30:54.100Z,41.05307769775391,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.4183,0.0658,47,47,computed_co2_regression,3.0,18.66666603088379,history,24.86781311035156,2026-04-12 22:30:55.043000+00:00,22.0,2026-04-13 07:30:55.043000+09:00,0.055,0.10476188659667969,0.0,3.0,0.8946922302246086,3.0,0.10476188659667969,0.8946922302246086
621.6666870117188,2026-04-12T22:31:01.835Z,2026-05-12T22:31:00.901Z,41.14653778076172,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.3536,0.0873,46,46,computed_co2_regression,3.0,19.0,history,24.862472534179688,2026-04-12 22:31:01.835000+00:00,22.0,2026-04-13 07:31:01.835000+09:00,0.05416671752929687,0.11428571428571428,0.0,3.0,0.8853462219238282,3.0,0.11428571428571428,0.8853462219238282
621.0,2026-04-12T22:31:07.709Z,2026-05-12T22:31:06.752Z,41.23713684082031,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.3326,0.0859,47,47,computed_co2_regression,3.0,19.16666603088379,history,24.85846710205078,2026-04-12 22:31:07.709000+00:00,22.0,2026-04-13 07:31:07.709000+09:00,0.0525,0.11904760088239397,0.0,3.0,0.8762863159179688,3.0,0.11904760088239397,0.8762863159179688
620.0,2026-04-12T22:31:14.526Z,2026-05-12T22:31:13.603Z,41.280052185058594,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.2716,0.1177,47,47,computed_co2_regression,3.0,19.33333396911621,history,24.866477966308597,2026-04-12 22:31:14.526000+00:00,22.0,2026-04-13 07:31:14.526000+09:00,0.05,0.12380954197474889,0.0,3.0,0.8719947814941407,3.0,0.12380954197474889,0.8719947814941407
619.3333129882812,2026-04-12T22:31:20.498Z,2026-05-12T22:31:19.554Z,41.26002502441406,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.203,0.1751,47,47,computed_co2_regression,3.0,19.66666603088379,history,24.85045623779297,2026-04-12 22:31:20.498000+00:00,22.0,2026-04-13 07:31:20.498000+09:00,0.04833328247070313,0.13333331516810826,0.0,3.0,0.8739974975585938,3.0,0.13333331516810826,0.8739974975585938
619.0,2026-04-12T22:31:27.993Z,2026-05-12T22:31:27.041Z,41.25525665283203,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.1369,0.2497,47,47,computed_co2_regression,3.0,20.16666603088379,history,24.84778594970703,2026-04-12 22:31:27.993000+00:00,22.0,2026-04-13 07:31:27.993000+09:00,0.0475,0.14761902945382255,0.0,3.0,0.8744743347167969,3.0,0.14761902945382255,0.8744743347167969
619.0,2026-04-12T22:31:34.023Z,2026-05-12T22:31:33.092Z,41.26383972167969,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.0821,0.3218,47,47,computed_co2_regression,3.0,20.16666603088379,history,24.865142822265625,2026-04-12 22:31:34.023000+00:00,22.0,2026-04-13 07:31:34.023000+09:00,0.0475,0.14761902945382255,0.0,3.0,0.8736160278320313,3.0,0.14761902945382255,0.8736160278320313
619.3333129882812,2026-04-12T22:31:40.057Z,2026-05-12T22:31:39.097Z,41.22283172607422,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.0442,0.3711,47,47,computed_co2_regression,3.0,20.0,history,24.874488830566406,2026-04-12 22:31:40.057000+00:00,22.0,2026-04-13 07:31:40.057000+09:00,0.04833328247070313,0.14285714285714285,0.0,3.0,0.8777168273925782,3.0,0.14285714285714285,0.8777168273925782
619.6666870117188,2026-04-12T22:31:46.136Z,2026-05-12T22:31:45.191Z,41.07215118408203,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.0187,0.4047,47,47,computed_co2_regression,3.0,19.83333396911621,history,24.86781311035156,2026-04-12 22:31:46.136000+00:00,22.0,2026-04-13 07:31:46.136000+09:00,0.049166717529296876,0.13809525626046318,0.0,3.0,0.8927848815917969,3.0,0.13809525626046318,0.8927848815917969
620.3333129882812,2026-04-12T22:31:52.177Z,2026-05-12T22:31:51.181Z,41.03018951416016,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.0049,0.4161,47,47,computed_co2_regression,3.0,20.0,history,24.865142822265625,2026-04-12 22:31:52.177000+00:00,22.0,2026-04-13 07:31:52.177000+09:00,0.05083328247070312,0.14285714285714285,0.0,3.0,0.8969810485839836,3.0,0.14285714285714285,0.8969810485839836
621.0,2026-04-12T22:31:58.190Z,2026-05-12T22:31:57.257Z,41.09503936767578,2.0,,3.0,나쁨,심각한 악화 (나쁨-3),3.0,,0.0,0.0,0.0,0.0001,0.3934,47,47,computed_co2_regression,3.0,19.66666603088379,history,24.88249969482422,2026-04-12 22:31:58.190000+00:00,22.0,2026-04-13 07:31:58.190000+09:00,0.0525,0.13333331516810826,0.0,3.0,0.8904960632324219,3.0,0.13333331516810826,0.8904960632324219
621.3333129882812,2026-04-12T22:32:04.878Z,2026-05-12T22:32:03.926Z,41.096946716308594,1.989,,2.989,나쁨,중간수준 악화 (나쁨-2),2.989,,0.023,0.023,0.0,0.0031,0.3473,47,47,computed_co2_regression,3.0,19.33333396911621,history,24.88249969482422,2026-04-12 22:32:04.878000+00:00,22.0,2026-04-13 07:32:04.878000+09:00,0.053333282470703125,0.12380954197474889,0.0,2.9885,0.8903053283691407,2.9885,0.12380954197474889,0.8903053283691407
621.6666870117188,2026-04-12T22:32:10.711Z,2026-05-12T22:32:09.612Z,41.08740997314453,1.974,,2.974,나쁨,중간수준 악화 (나쁨-2),2.974,,0.052,0.052,0.0,0.0172,0.2904,47,47,computed_co2_regression,3.0,19.16666603088379,history,24.878494262695312,2026-04-12 22:32:10.711000+00:00,22.0,2026-04-13 07:32:10.711000+09:00,0.05416671752929687,0.11904760088239397,0.0,2.974,0.8912590026855469,2.974,0.11904760088239397,0.8912590026855469
621.6666870117188,2026-04-12T22:32:16.890Z,2026-05-12T22:32:15.876Z,41.01969909667969,1.958,,2.958,나쁨,중간수준 악화 (나쁨-2),2.958,,0.085,0.085,0.0,0.0512,0.2112,47,47,computed_co2_regression,3.0,18.83333396911621,history,24.886505126953125,2026-04-12 22:32:16.890000+00:00,22.0,2026-04-13 07:32:16.890000+09:00,0.05416671752929687,0.1095238276890346,0.0,2.9575,0.8980300903320313,2.9575,0.1095238276890346,0.8980300903320313
622.3333129882812,2026-04-12T22:32:22.730Z,2026-05-12T22:32:21.636Z,40.95675659179688,1.944,,2.944,나쁨,중간수준 악화 (나쁨-2),2.944,,0.112,0.112,0.0,0.1001,0.1411,47,47,computed_co2_regression,3.0,19.0,history,24.87582397460937,2026-04-12 22:32:22.730000+00:00,22.0,2026-04-13 07:32:22.730000+09:00,0.05583328247070313,0.11428571428571428,0.0,2.944,0.9043243408203118,2.944,0.11428571428571428,0.9043243408203118
623.0,2026-04-12T22:32:30.108Z,2026-05-12T22:32:29.014Z,40.99013519287109,1.933,,2.933,나쁨,중간수준 악화 (나쁨-2),2.933,,0.134,0.134,0.0,0.1585,0.0619,47,47,computed_co2_regression,3.0,18.66666603088379,history,24.86781311035156,2026-04-12 22:32:30.108000+00:00,22.0,2026-04-13 07:32:30.108000+09:00,0.0575,0.10476188659667969,0.0,2.933,0.9009864807128913,2.933,0.10476188659667969,0.9009864807128913
623.6666870117188,2026-04-12T22:32:35.969Z,2026-05-12T22:32:35.026Z,41.09217834472656,1.928,,2.928,나쁨,중간수준 악화 (나쁨-2),2.928,,0.145,0.145,0.0,0.195,0.0078,47,47,computed_co2_regression,3.0,18.5,history,24.894519805908203,2026-04-12 22:32:35.969000+00:00,22.0,2026-04-13 07:32:35.969000+09:00,0.05916671752929688,0.1,0.0,2.9275,0.8907821655273438,2.9275,0.1,0.8907821655273438
624.3333129882812,2026-04-12T22:32:42.197Z,2026-05-12T22:32:41.091Z,41.10743713378906,1.928,,2.928,나쁨,중간수준 악화 (나쁨-2),2.928,,0.144,0.144,0.076,0.1925,0.0053,47,47,computed_co2_regression,3.0,18.5,history,24.91455078125,2026-04-12 22:32:42.197000+00:00,22.0,2026-04-13 07:32:42.197000+09:00,0.060833282470703125,0.1,0.0,2.928,0.8892562866210938,2.928,0.1,0.8892562866210938
624.6666870117188,2026-04-12T22:32:49.368Z,2026-05-12T22:32:48.388Z,41.05021667480469,1.934,,2.934,나쁨,중간수준 악화 (나쁨-2),2.934,,0.133,0.133,0.237,0.1544,0.055,47,47,computed_co2_regression,3.0,18.5,history,24.89852523803711,2026-04-12 22:32:49.368000+00:00,22.0,2026-04-13 07:32:49.368000+09:00,0.06166671752929687,0.1,0.0,2.9335,0.8949783325195313,2.9335,0.1,0.8949783325195313
625.0,2026-04-12T22:32:55.593Z,2026-05-12T22:32:54.645Z,41.11506652832031,1.944,,2.944,나쁨,중간수준 악화 (나쁨-2),2.944,,0.112,0.112,0.371,0.1028,0.1351,47,47,computed_co2_regression,3.0,18.5,history,24.88784408569336,2026-04-12 22:32:55.593000+00:00,22.0,2026-04-13 07:32:55.593000+09:00,0.0625,0.1,0.0,2.944,0.8884933471679688,2.944,0.1,0.8884933471679688
625.0,2026-04-12T22:33:02.599Z,2026-05-12T22:33:01.506Z,41.157981872558594,1.957,,2.957,나쁨,중간수준 악화 (나쁨-2),2.957,,0.087,0.087,0.465,0.0583,0.1996,47,47,computed_co2_regression,3.0,18.5,history,24.899864196777344,2026-04-12 22:33:02.599000+00:00,22.0,2026-04-13 07:33:02.599000+09:00,0.0625,0.1,0.0,2.9565,0.8842018127441407,2.9565,0.1,0.8842018127441407
625.0,2026-04-12T22:33:08.838Z,2026-05-12T22:33:07.748Z,41.09217834472656,1.971,,2.971,나쁨,중간수준 악화 (나쁨-2),2.971,,0.059,0.059,0.489,0.0261,0.2168,47,47,computed_co2_regression,3.0,18.83333396911621,history,24.89719009399414,2026-04-12 22:33:08.838000+00:00,22.0,2026-04-13 07:33:08.838000+09:00,0.0625,0.1095238276890346,0.0,2.9705,0.8907821655273438,2.9705,0.1095238276890346,0.8907821655273438
625.3333129882812,2026-04-12T22:33:15.556Z,2026-05-12T22:33:14.602Z,41.086456298828125,1.985,,2.985,나쁨,중간수준 악화 (나쁨-2),2.985,,0.03,0.03,0.445,0.0064,0.1869,47,47,computed_co2_regression,3.0,19.16666603088379,history,24.89051055908203,2026-04-12 22:33:15.556000+00:00,22.0,2026-04-13 07:33:15.556000+09:00,0.06333328247070312,0.11904760088239397,0.0,2.985,0.8913543701171875,2.985,0.11904760088239397,0.8913543701171875
