co2,createdAt,expireAt,humidity,iaqi.e_score,iaqi.i_score,iaqi.m_score,iaqi.primary_grade,iaqi.sub_level,iaqiScore,k,kCo2,kEffective,kPm25,kR2Co2,kR2Pm25,kSampleCountCo2,kSampleCountPm25,kSource,nox,pm25,source_collection,temp,timestamp,tvoc
617.3333129882812,2026-04-12T22:27:06.568Z,2026-05-12T22:27:05.634Z,41.16656494140625,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.153,0.8915,0.0127,48,48,computed_co2_regression,3,17.83333396911621,history,24.767677307128906,2026-04-12T22:27:06.568Z,21
617,2026-04-12T22:27:14.929Z,2026-05-12T22:27:13.855Z,41.22950744628906,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.379,0.884,0.0672,47,47,computed_co2_regression,3,17.66666603088379,history,24.79571533203125,2026-04-12T22:27:14.929Z,21
617.3333129882812,2026-04-12T22:27:20.773Z,2026-05-12T22:27:19.651Z,41.216156005859375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.604,0.8757,0.1563,47,47,computed_co2_regression,3,17.5,history,24.79705047607422,2026-04-12T22:27:20.773Z,21
617.6666870117188,2026-04-12T22:27:26.643Z,2026-05-12T22:27:25.702Z,41.19422149658203,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.84,0.8672,0.2835,47,47,computed_co2_regression,3,17.5,history,24.787704467773438,2026-04-12T22:27:26.643Z,21
618.6666870117188,2026-04-12T22:27:32.575Z,2026-05-12T22:27:31.636Z,41.28577423095703,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,1.031,0.862,0.4003,47,47,computed_co2_regression,3,17.66666603088379,history,24.7850341796875,2026-04-12T22:27:32.575Z,21
619.6666870117188,2026-04-12T22:27:40.742Z,2026-05-12T22:27:39.637Z,41.28577423095703,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,1.149,0.8591,0.4749,47,47,computed_co2_regression,3,18,history,24.781028747558594,2026-04-12T22:27:40.742Z,21.08333396911621
621,2026-04-12T22:27:46.609Z,2026-05-12T22:27:45.651Z,41.18182373046875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,1.235,0.8588,0.5324,47,47,computed_co2_regression,3,18.16666603088379,history,24.778358459472656,2026-04-12T22:27:46.609Z,21.16666603088379
622,2026-04-12T22:27:52.539Z,2026-05-12T22:27:51.603Z,41.193267822265625,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,1.265,0.8592,0.5529,47,47,computed_co2_regression,3,18.5,history,24.7850341796875,2026-04-12T22:27:52.539Z,21.25
622.6666870117188,2026-04-12T22:27:58.684Z,2026-05-12T22:27:57.754Z,41.144630432128906,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,1.212,0.8595,0.5177,47,47,computed_co2_regression,3,19,history,24.798385620117188,2026-04-12T22:27:58.684Z,21.33333396911621
623,2026-04-12T22:28:05.488Z,2026-05-12T22:28:04.520Z,41.060707092285156,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,1.116,0.8595,0.4463,47,47,computed_co2_regression,3,19.5,history,24.79571533203125,2026-04-12T22:28:05.488Z,21.41666603088379
623,2026-04-12T22:28:11.858Z,2026-05-12T22:28:10.911Z,40.994903564453125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.979,0.8673,0.3555,48,48,computed_co2_regression,3,20,history,24.790374755859375,2026-04-12T22:28:11.858Z,21.5
623,2026-04-12T22:28:18.961Z,2026-05-12T22:28:18.035Z,41.0216064453125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.86,0.8586,0.2643,47,47,computed_co2_regression,3,19.83333396911621,history,24.798385620117188,2026-04-12T22:28:18.961Z,21.58333396911621
623.3333129882812,2026-04-12T22:28:25.145Z,2026-05-12T22:28:24.060Z,41.05498504638672,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.74,0.8592,0.1994,47,47,computed_co2_regression,3,19.66666603088379,history,24.80506134033203,2026-04-12T22:28:25.145Z,21.66666603088379
623.6666870117188,2026-04-12T22:28:33.685Z,2026-05-12T22:28:32.678Z,41.083595275878906,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.656,0.8619,0.1581,47,47,computed_co2_regression,3,19.5,history,24.80773162841797,2026-04-12T22:28:33.685Z,21.75
624,2026-04-12T22:28:39.541Z,2026-05-12T22:28:38.606Z,41.13032531738281,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.598,0.8646,0.1315,47,47,computed_co2_regression,3,19.5,history,24.81574249267578,2026-04-12T22:28:39.541Z,21.83333396911621
624,2026-04-12T22:28:45.529Z,2026-05-12T22:28:44.586Z,41.13032531738281,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.555,0.8682,0.1133,47,47,computed_co2_regression,3,19.33333396911621,history,24.819747924804688,2026-04-12T22:28:45.529Z,21.91666603088379
624,2026-04-12T22:28:51.520Z,2026-05-12T22:28:50.572Z,41.15321350097656,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.551,0.8732,0.112,47,47,computed_co2_regression,3,19.16666603088379,history,24.819747924804688,2026-04-12T22:28:51.520Z,22
624,2026-04-12T22:28:57.644Z,2026-05-12T22:28:56.689Z,41.150352478027344,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.536,0.8825,0.1059,47,47,computed_co2_regression,3,19.5,history,24.80773162841797,2026-04-12T22:28:57.644Z,22
624,2026-04-12T22:29:05.273Z,2026-05-12T22:29:04.327Z,41.13127899169922,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.497,0.8969,0.0902,47,47,computed_co2_regression,3,19.66666603088379,history,24.802391052246094,2026-04-12T22:29:05.273Z,22
624,2026-04-12T22:29:11.923Z,2026-05-12T22:29:10.957Z,41.137001037597656,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.395,0.9103,0.0568,47,47,computed_co2_regression,3,19.83333396911621,history,24.80773162841797,2026-04-12T22:29:11.923Z,22
624,2026-04-12T22:29:19.355Z,2026-05-12T22:29:18.419Z,41.048309326171875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.281,0.916,0.0294,47,47,computed_co2_regression,3,19.66666603088379,history,24.80506134033203,2026-04-12T22:29:19.355Z,22
624,2026-04-12T22:29:25.168Z,2026-05-12T22:29:24.193Z,41.048309326171875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.155,0.9146,0.0092,47,47,computed_co2_regression,3,19.66666603088379,history,24.806396484375,2026-04-12T22:29:25.168Z,22
624,2026-04-12T22:29:31.094Z,2026-05-12T22:29:30.155Z,41.13795471191406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.028,0.9125,0.0003,47,47,computed_co2_regression,3,19.5,history,24.80506134033203,2026-04-12T22:29:31.094Z,22
623.6666870117188,2026-04-12T22:29:37.179Z,2026-05-12T22:29:36.249Z,41.025421142578125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.909,0.0018,47,47,computed_co2_regression,3,19,history,24.79571533203125,2026-04-12T22:29:37.179Z,22
623,2026-04-12T22:29:43.134Z,2026-05-12T22:29:42.200Z,40.890953063964844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.9001,0.0068,47,47,computed_co2_regression,3,18.83333396911621,history,24.81707763671875,2026-04-12T22:29:43.134Z,22
621.6666870117188,2026-04-12T22:29:49.190Z,2026-05-12T22:29:48.242Z,40.93482208251953,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.8762,0.0136,47,47,computed_co2_regression,3,19,history,24.845115661621094,2026-04-12T22:29:49.190Z,22
620.6666870117188,2026-04-12T22:29:55.317Z,2026-05-12T22:29:54.267Z,41.03400421142578,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.8382,0.0228,47,47,computed_co2_regression,3,19.33333396911621,history,24.83710479736328,2026-04-12T22:29:55.317Z,22
620,2026-04-12T22:30:03.756Z,2026-05-12T22:30:02.799Z,41.04258728027344,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7866,0.0341,47,47,computed_co2_regression,3,19.5,history,24.835769653320312,2026-04-12T22:30:03.756Z,22
620,2026-04-12T22:30:09.552Z,2026-05-12T22:30:08.605Z,41.051170349121094,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7332,0.0511,47,47,computed_co2_regression,3,19.5,history,24.843780517578125,2026-04-12T22:30:09.552Z,22
620.3333129882812,2026-04-12T22:30:15.981Z,2026-05-12T22:30:15.035Z,41.037818908691406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.682,0.0789,47,47,computed_co2_regression,3,19.83333396911621,history,24.843780517578125,2026-04-12T22:30:15.981Z,22
620.6666870117188,2026-04-12T22:30:23.387Z,2026-05-12T22:30:22.412Z,40.95484924316406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6322,0.1054,47,47,computed_co2_regression,3,19.83333396911621,history,24.846450805664062,2026-04-12T22:30:23.387Z,22
621,2026-04-12T22:30:29.141Z,2026-05-12T22:30:28.204Z,40.845176696777344,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.586,0.1185,47,47,computed_co2_regression,3,19.5,history,24.84912109375,2026-04-12T22:30:29.141Z,22
621,2026-04-12T22:30:35.262Z,2026-05-12T22:30:34.167Z,40.74885559082031,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5372,0.1098,47,47,computed_co2_regression,3,19,history,24.84778594970703,2026-04-12T22:30:35.262Z,22
621.3333129882812,2026-04-12T22:30:41.177Z,2026-05-12T22:30:40.184Z,40.6859130859375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4926,0.0958,47,47,computed_co2_regression,3,18.83333396911621,history,24.853126525878906,2026-04-12T22:30:41.177Z,22
621.6666870117188,2026-04-12T22:30:47.828Z,2026-05-12T22:30:46.743Z,40.831825256347656,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4524,0.0776,47,47,computed_co2_regression,3,18.66666603088379,history,24.86113739013672,2026-04-12T22:30:47.828Z,22
622,2026-04-12T22:30:55.043Z,2026-05-12T22:30:54.100Z,41.053077697753906,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4183,0.0658,47,47,computed_co2_regression,3,18.66666603088379,history,24.867813110351562,2026-04-12T22:30:55.043Z,22
621.6666870117188,2026-04-12T22:31:01.835Z,2026-05-12T22:31:00.901Z,41.14653778076172,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3536,0.0873,46,46,computed_co2_regression,3,19,history,24.862472534179688,2026-04-12T22:31:01.835Z,22
621,2026-04-12T22:31:07.709Z,2026-05-12T22:31:06.752Z,41.23713684082031,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3326,0.0859,47,47,computed_co2_regression,3,19.16666603088379,history,24.85846710205078,2026-04-12T22:31:07.709Z,22
620,2026-04-12T22:31:14.526Z,2026-05-12T22:31:13.603Z,41.280052185058594,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.2716,0.1177,47,47,computed_co2_regression,3,19.33333396911621,history,24.866477966308594,2026-04-12T22:31:14.526Z,22
619.3333129882812,2026-04-12T22:31:20.498Z,2026-05-12T22:31:19.554Z,41.26002502441406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.203,0.1751,47,47,computed_co2_regression,3,19.66666603088379,history,24.85045623779297,2026-04-12T22:31:20.498Z,22
619,2026-04-12T22:31:27.993Z,2026-05-12T22:31:27.041Z,41.25525665283203,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.1369,0.2497,47,47,computed_co2_regression,3,20.16666603088379,history,24.84778594970703,2026-04-12T22:31:27.993Z,22
619,2026-04-12T22:31:34.023Z,2026-05-12T22:31:33.092Z,41.26383972167969,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0821,0.3218,47,47,computed_co2_regression,3,20.16666603088379,history,24.865142822265625,2026-04-12T22:31:34.023Z,22
619.3333129882812,2026-04-12T22:31:40.057Z,2026-05-12T22:31:39.097Z,41.22283172607422,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0442,0.3711,47,47,computed_co2_regression,3,20,history,24.874488830566406,2026-04-12T22:31:40.057Z,22
619.6666870117188,2026-04-12T22:31:46.136Z,2026-05-12T22:31:45.191Z,41.07215118408203,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0187,0.4047,47,47,computed_co2_regression,3,19.83333396911621,history,24.867813110351562,2026-04-12T22:31:46.136Z,22
620.3333129882812,2026-04-12T22:31:52.177Z,2026-05-12T22:31:51.181Z,41.030189514160156,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0049,0.4161,47,47,computed_co2_regression,3,20,history,24.865142822265625,2026-04-12T22:31:52.177Z,22
621,2026-04-12T22:31:58.190Z,2026-05-12T22:31:57.257Z,41.09503936767578,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0001,0.3934,47,47,computed_co2_regression,3,19.66666603088379,history,24.88249969482422,2026-04-12T22:31:58.190Z,22
621.3333129882812,2026-04-12T22:32:04.878Z,2026-05-12T22:32:03.926Z,41.096946716308594,1.989,,2.989,나쁨,중간수준 악화 (나쁨-2),2.989,,0.023,0.023,0,0.0031,0.3473,47,47,computed_co2_regression,3,19.33333396911621,history,24.88249969482422,2026-04-12T22:32:04.878Z,22
621.6666870117188,2026-04-12T22:32:10.711Z,2026-05-12T22:32:09.612Z,41.08740997314453,1.974,,2.974,나쁨,중간수준 악화 (나쁨-2),2.974,,0.052,0.052,0,0.0172,0.2904,47,47,computed_co2_regression,3,19.16666603088379,history,24.878494262695312,2026-04-12T22:32:10.711Z,22
621.6666870117188,2026-04-12T22:32:16.890Z,2026-05-12T22:32:15.876Z,41.01969909667969,1.958,,2.958,나쁨,중간수준 악화 (나쁨-2),2.958,,0.085,0.085,0,0.0512,0.2112,47,47,computed_co2_regression,3,18.83333396911621,history,24.886505126953125,2026-04-12T22:32:16.890Z,22
622.3333129882812,2026-04-12T22:32:22.730Z,2026-05-12T22:32:21.636Z,40.956756591796875,1.944,,2.944,나쁨,중간수준 악화 (나쁨-2),2.944,,0.112,0.112,0,0.1001,0.1411,47,47,computed_co2_regression,3,19,history,24.875823974609375,2026-04-12T22:32:22.730Z,22
623,2026-04-12T22:32:30.108Z,2026-05-12T22:32:29.014Z,40.990135192871094,1.933,,2.933,나쁨,중간수준 악화 (나쁨-2),2.933,,0.134,0.134,0,0.1585,0.0619,47,47,computed_co2_regression,3,18.66666603088379,history,24.867813110351562,2026-04-12T22:32:30.108Z,22
623.6666870117188,2026-04-12T22:32:35.969Z,2026-05-12T22:32:35.026Z,41.09217834472656,1.928,,2.928,나쁨,중간수준 악화 (나쁨-2),2.928,,0.145,0.145,0,0.195,0.0078,47,47,computed_co2_regression,3,18.5,history,24.894519805908203,2026-04-12T22:32:35.969Z,22
624.3333129882812,2026-04-12T22:32:42.197Z,2026-05-12T22:32:41.091Z,41.10743713378906,1.928,,2.928,나쁨,중간수준 악화 (나쁨-2),2.928,,0.144,0.144,0.076,0.1925,0.0053,47,47,computed_co2_regression,3,18.5,history,24.91455078125,2026-04-12T22:32:42.197Z,22
624.6666870117188,2026-04-12T22:32:49.368Z,2026-05-12T22:32:48.388Z,41.05021667480469,1.934,,2.934,나쁨,중간수준 악화 (나쁨-2),2.934,,0.133,0.133,0.237,0.1544,0.055,47,47,computed_co2_regression,3,18.5,history,24.89852523803711,2026-04-12T22:32:49.368Z,22
625,2026-04-12T22:32:55.593Z,2026-05-12T22:32:54.645Z,41.11506652832031,1.944,,2.944,나쁨,중간수준 악화 (나쁨-2),2.944,,0.112,0.112,0.371,0.1028,0.1351,47,47,computed_co2_regression,3,18.5,history,24.88784408569336,2026-04-12T22:32:55.593Z,22
625,2026-04-12T22:33:02.599Z,2026-05-12T22:33:01.506Z,41.157981872558594,1.957,,2.957,나쁨,중간수준 악화 (나쁨-2),2.957,,0.087,0.087,0.465,0.0583,0.1996,47,47,computed_co2_regression,3,18.5,history,24.899864196777344,2026-04-12T22:33:02.599Z,22
625,2026-04-12T22:33:08.838Z,2026-05-12T22:33:07.748Z,41.09217834472656,1.971,,2.971,나쁨,중간수준 악화 (나쁨-2),2.971,,0.059,0.059,0.489,0.0261,0.2168,47,47,computed_co2_regression,3,18.83333396911621,history,24.89719009399414,2026-04-12T22:33:08.838Z,22
625.3333129882812,2026-04-12T22:33:15.556Z,2026-05-12T22:33:14.602Z,41.086456298828125,1.985,,2.985,나쁨,중간수준 악화 (나쁨-2),2.985,,0.03,0.03,0.445,0.0064,0.1869,47,47,computed_co2_regression,3,19.16666603088379,history,24.89051055908203,2026-04-12T22:33:15.556Z,22
625.3333129882812,2026-04-12T22:33:21.292Z,2026-05-12T22:33:20.333Z,41.127464294433594,1.999,,2.999,나쁨,중간수준 악화 (나쁨-2),2.999,,0.002,0.002,0.424,0,0.1731,47,47,computed_co2_regression,3,19,history,24.88249969482422,2026-04-12T22:33:21.292Z,22
625.3333129882812,2026-04-12T22:33:27.199Z,2026-05-12T22:33:26.261Z,41.094085693359375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.414,0.0049,0.166,47,47,computed_co2_regression,3,19,history,24.88784408569336,2026-04-12T22:33:27.199Z,22
625,2026-04-12T22:33:34.386Z,2026-05-12T22:33:33.437Z,40.95771026611328,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.383,0.0131,0.1513,48,48,computed_co2_regression,3,19.33333396911621,history,24.90386962890625,2026-04-12T22:33:34.386Z,22
625,2026-04-12T22:33:40.260Z,2026-05-12T22:33:39.150Z,40.91956329345703,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.347,0.0331,0.124,48,48,computed_co2_regression,3,19.5,history,24.902530670166016,2026-04-12T22:33:40.260Z,22
624.6666870117188,2026-04-12T22:33:46.129Z,2026-05-12T22:33:45.155Z,40.99585723876953,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.299,0.062,0.0909,48,48,computed_co2_regression,3,19.66666603088379,history,24.89852523803711,2026-04-12T22:33:46.129Z,22
624.3333129882812,2026-04-12T22:33:52.085Z,2026-05-12T22:33:51.139Z,40.99585723876953,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.252,0.0961,0.0628,48,48,computed_co2_regression,3,19.83333396911621,history,24.90253448486328,2026-04-12T22:33:52.085Z,22
624,2026-04-12T22:33:58.239Z,2026-05-12T22:33:57.303Z,40.93959045410156,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.185,0.134,0.0307,48,48,computed_co2_regression,3,20.33333396911621,history,24.899860382080078,2026-04-12T22:33:58.239Z,22
623.6666870117188,2026-04-12T22:34:04.976Z,2026-05-12T22:34:04.002Z,40.895721435546875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.082,0.1743,0.0055,48,48,computed_co2_regression,3,20.5,history,24.901195526123047,2026-04-12T22:34:04.976Z,22
623.3333129882812,2026-04-12T22:34:10.821Z,2026-05-12T22:34:09.701Z,40.860435485839844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.2154,0.0012,48,48,computed_co2_regression,3,20.66666603088379,history,24.917221069335938,2026-04-12T22:34:10.821Z,22
622.6666870117188,2026-04-12T22:34:16.587Z,2026-05-12T22:34:15.656Z,40.860435485839844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.251,0.0202,48,48,computed_co2_regression,3,20.66666603088379,history,24.939918518066406,2026-04-12T22:34:16.587Z,22
622.3333129882812,2026-04-12T22:34:22.573Z,2026-05-12T22:34:21.632Z,40.829917907714844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.2846,0.0488,48,48,computed_co2_regression,3,20.5,history,24.942588806152344,2026-04-12T22:34:22.573Z,22
622.3333129882812,2026-04-12T22:34:28.780Z,2026-05-12T22:34:27.771Z,40.76983642578125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3227,0.0745,48,48,computed_co2_regression,3,20,history,24.910541534423828,2026-04-12T22:34:28.780Z,22
622.3333129882812,2026-04-12T22:34:35.908Z,2026-05-12T22:34:34.972Z,40.79558563232422,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3657,0.0882,48,48,computed_co2_regression,3,19.66666603088379,history,24.90787124633789,2026-04-12T22:34:35.908Z,22
622.3333129882812,2026-04-12T22:34:41.611Z,2026-05-12T22:34:40.672Z,40.770790100097656,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4041,0.0847,48,48,computed_co2_regression,3,19.66666603088379,history,24.929237365722656,2026-04-12T22:34:41.611Z,22
622,2026-04-12T22:34:47.786Z,2026-05-12T22:34:46.845Z,40.763160705566406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4182,0.0653,48,48,computed_co2_regression,3,19.33333396911621,history,24.92523193359375,2026-04-12T22:34:47.786Z,22
622,2026-04-12T22:34:53.702Z,2026-05-12T22:34:52.710Z,40.76792907714844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4,0.0519,48,48,computed_co2_regression,3,19.33333396911621,history,24.919891357421875,2026-04-12T22:34:53.702Z,21.91666603088379
622,2026-04-12T22:34:59.694Z,2026-05-12T22:34:58.769Z,40.727874755859375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3625,0.0436,48,48,computed_co2_regression,3,19.16666603088379,history,24.901195526123047,2026-04-12T22:34:59.694Z,21.83333396911621
622,2026-04-12T22:35:06.312Z,2026-05-12T22:35:05.380Z,40.773651123046875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3152,0.0484,48,48,computed_co2_regression,3,19.5,history,24.894519805908203,2026-04-12T22:35:06.312Z,21.75
622,2026-04-12T22:35:13.260Z,2026-05-12T22:35:12.255Z,40.8232421875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.2682,0.0578,48,48,computed_co2_regression,3,19.66666603088379,history,24.910545349121094,2026-04-12T22:35:13.260Z,21.66666603088379
621.6666870117188,2026-04-12T22:35:19.279Z,2026-05-12T22:35:18.181Z,40.80607604980469,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.2203,0.0796,48,48,computed_co2_regression,3,19.66666603088379,history,24.922561645507812,2026-04-12T22:35:19.279Z,21.58333396911621
621,2026-04-12T22:35:25.506Z,2026-05-12T22:35:24.427Z,40.837547302246094,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.1673,0.1108,48,48,computed_co2_regression,3,19.83333396911621,history,24.92523193359375,2026-04-12T22:35:25.506Z,21.5
620.3333129882812,2026-04-12T22:35:31.349Z,2026-05-12T22:35:30.422Z,40.91956329345703,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.1144,0.1308,48,48,computed_co2_regression,3,19.83333396911621,history,24.9359130859375,2026-04-12T22:35:31.349Z,21.41666603088379
620,2026-04-12T22:35:38.499Z,2026-05-12T22:35:37.533Z,40.914794921875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0681,0.1357,48,48,computed_co2_regression,3,20,history,24.930572509765625,2026-04-12T22:35:38.499Z,21.33333396911621
620,2026-04-12T22:35:44.101Z,2026-05-12T22:35:43.172Z,40.84613037109375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0372,0.1271,48,48,computed_co2_regression,3,19.83333396911621,history,24.91588592529297,2026-04-12T22:35:44.101Z,21.25
620,2026-04-12T22:35:50.256Z,2026-05-12T22:35:49.184Z,40.79558563232422,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0179,0.1059,48,48,computed_co2_regression,3,19.66666603088379,history,24.927902221679688,2026-04-12T22:35:50.256Z,21.16666603088379
620,2026-04-12T22:35:56.165Z,2026-05-12T22:35:55.200Z,40.67542266845703,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0071,0.0791,48,48,computed_co2_regression,3,19.5,history,24.929237365722656,2026-04-12T22:35:56.165Z,21.08333396911621
619.6666870117188,2026-04-12T22:36:03.071Z,2026-05-12T22:36:02.130Z,40.60198974609375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0006,0.0582,48,48,computed_co2_regression,3,19.33333396911621,history,24.93724822998047,2026-04-12T22:36:03.071Z,21
619.3333129882812,2026-04-12T22:36:08.786Z,2026-05-12T22:36:07.853Z,40.58482360839844,1.99,,2.99,나쁨,중간수준 악화 (나쁨-2),2.99,,0.02,0.02,0,0.0024,0.0354,48,48,computed_co2_regression,3,19,history,24.943923950195312,2026-04-12T22:36:08.786Z,21
618.6666870117188,2026-04-12T22:36:15.611Z,2026-05-12T22:36:14.676Z,40.56098175048828,1.969,,2.969,나쁨,중간수준 악화 (나쁨-2),2.969,,0.063,0.063,0,0.0223,0.0182,48,48,computed_co2_regression,3,18.83333396911621,history,24.9359130859375,2026-04-12T22:36:15.611Z,21
618.3333129882812,2026-04-12T22:36:21.489Z,2026-05-12T22:36:20.555Z,40.61438751220703,1.944,,2.944,나쁨,중간수준 악화 (나쁨-2),2.944,,0.112,0.112,0,0.0691,0.0159,48,48,computed_co2_regression,3,19.16666603088379,history,24.942588806152344,2026-04-12T22:36:21.489Z,21
618,2026-04-12T22:36:27.589Z,2026-05-12T22:36:26.668Z,40.564796447753906,1.933,,2.933,나쁨,중간수준 악화 (나쁨-2),2.933,,0.135,0.135,0,0.0976,0.0153,49,49,computed_co2_regression,3,19.5,history,24.939918518066406,2026-04-12T22:36:27.589Z,21
618,2026-04-12T22:36:33.570Z,2026-05-12T22:36:32.632Z,40.49040985107422,1.907,,2.907,나쁨,중간수준 악화 (나쁨-2),2.907,,0.186,0.186,0,0.1792,0.032,49,49,computed_co2_regression,3,19.66666603088379,history,24.929237365722656,2026-04-12T22:36:33.570Z,21
618,2026-04-12T22:36:41.081Z,2026-05-12T22:36:40.124Z,40.54477310180664,1.864,,2.864,나쁨,중간수준 악화 (나쁨-2),2.864,,0.272,0.272,0,0.3615,0.0847,48,48,computed_co2_regression,3,19.83333396911621,history,24.93724822998047,2026-04-12T22:36:41.081Z,21
617.6666870117188,2026-04-12T22:36:47.189Z,2026-05-12T22:36:46.258Z,40.589595794677734,1.839,,2.839,나쁨,중간수준 악화 (나쁨-2),2.839,,0.322,0.322,0,0.4804,0.1313,48,48,computed_co2_regression,3,20.33333396911621,history,24.929237365722656,2026-04-12T22:36:47.189Z,21
617.3333129882812,2026-04-12T22:36:53.052Z,2026-05-12T22:36:52.125Z,40.613433837890625,1.832,,2.832,나쁨,중간수준 악화 (나쁨-2),2.832,,0.336,0.336,0,0.5098,0.168,49,49,computed_co2_regression,3,20.83333396911621,history,24.930572509765625,2026-04-12T22:36:53.052Z,21
617,2026-04-12T22:37:00.211Z,2026-05-12T22:36:59.272Z,40.560028076171875,1.793,,2.793,나쁨,중간수준 악화 (나쁨-2),2.793,,0.414,0.414,0,0.673,0.2774,48,48,computed_co2_regression,3,21.16666603088379,history,24.951934814453125,2026-04-12T22:37:00.211Z,21
617,2026-04-12T22:37:06.981Z,2026-05-12T22:37:05.968Z,40.52855682373047,1.773,,2.773,나쁨,중간수준 악화 (나쁨-2),2.773,,0.454,0.454,0,0.7487,0.3256,48,48,computed_co2_regression,3,21.16666603088379,history,24.954605102539062,2026-04-12T22:37:06.981Z,21
