co2,createdAt,expireAt,humidity,iaqi.e_score,iaqi.i_score,iaqi.m_score,iaqi.primary_grade,iaqi.sub_level,iaqiScore,k,kCo2,kEffective,kPm25,kR2Co2,kR2Pm25,kSampleCountCo2,kSampleCountPm25,kSource,nox,pm25,source_collection,temp,timestamp,tvoc
587,2026-04-12T22:48:33.024Z,2026-05-12T22:48:32.101Z,41.575687408447266,1.797,,2.797,나쁨,중간수준 악화 (나쁨-2),2.797,,0.406,0.406,0.41,0.6418,0.0826,48,48,computed_co2_regression,3,19.33333396911621,history,24.567405700683594,2026-04-12T22:48:33.024Z,34
586.6666870117188,2026-04-12T22:48:39.172Z,2026-05-12T22:48:38.240Z,41.09503173828125,1.799,,2.799,나쁨,중간수준 악화 (나쁨-2),2.799,,0.402,0.402,0.396,0.6399,0.077,48,48,computed_co2_regression,3,19.66666603088379,history,24.56072998046875,2026-04-12T22:48:39.172Z,34
586,2026-04-12T22:48:45.060Z,2026-05-12T22:48:44.133Z,40.9500732421875,1.794,,2.794,나쁨,중간수준 악화 (나쁨-2),2.794,,0.412,0.412,0.372,0.6457,0.0673,48,48,computed_co2_regression,3,19.83333396911621,history,24.54070281982422,2026-04-12T22:48:45.060Z,34
585.3333129882812,2026-04-12T22:48:51.676Z,2026-05-12T22:48:50.697Z,41.0263671875,1.785,,2.785,나쁨,중간수준 악화 (나쁨-2),2.785,,0.431,0.431,0.35,0.6577,0.0589,48,48,computed_co2_regression,3,19.83333396911621,history,24.534027099609375,2026-04-12T22:48:51.676Z,33.91666793823242
585,2026-04-12T22:48:57.609Z,2026-05-12T22:48:56.691Z,40.930999755859375,1.773,,2.773,나쁨,중간수준 악화 (나쁨-2),2.773,,0.454,0.454,0.292,0.6728,0.0401,48,48,computed_co2_regression,3,20.16666603088379,history,24.544708251953125,2026-04-12T22:48:57.609Z,33.83333206176758
585.3333129882812,2026-04-12T22:49:04.520Z,2026-05-12T22:49:03.594Z,41.068328857421875,1.763,,2.763,나쁨,중간수준 악화 (나쁨-2),2.763,,0.474,0.474,0.199,0.6911,0.0178,48,48,computed_co2_regression,3,20.5,history,24.54070281982422,2026-04-12T22:49:04.520Z,33.75
585.6666870117188,2026-04-12T22:49:10.765Z,2026-05-12T22:49:09.679Z,41.58904266357422,1.755,,2.755,나쁨,중간수준 악화 (나쁨-2),2.755,,0.491,0.491,0.095,0.7105,0.004,48,48,computed_co2_regression,3,20.33333396911621,history,24.54070281982422,2026-04-12T22:49:10.765Z,33.66666793823242
586,2026-04-12T22:49:16.979Z,2026-05-12T22:49:15.995Z,41.90376281738281,1.747,,2.747,나쁨,중간수준 악화 (나쁨-2),2.747,,0.506,0.506,0,0.7303,0.0009,48,48,computed_co2_regression,3,20.5,history,24.552719116210938,2026-04-12T22:49:16.979Z,33.58333206176758
586,2026-04-12T22:49:24.580Z,2026-05-12T22:49:23.508Z,42.055397033691406,1.739,,2.739,나쁨,중간수준 악화 (나쁨-2),2.739,,0.522,0.522,0,0.7529,0.0214,48,48,computed_co2_regression,3,20.66666603088379,history,24.547378540039062,2026-04-12T22:49:24.580Z,33.5
586,2026-04-12T22:49:30.695Z,2026-05-12T22:49:29.758Z,41.902809143066406,1.732,,2.732,나쁨,중간수준 악화 (나쁨-2),2.732,,0.536,0.536,0,0.7731,0.0722,48,48,computed_co2_regression,3,20.83333396911621,history,24.544708251953125,2026-04-12T22:49:30.695Z,33.41666793823242
586.3333129882812,2026-04-12T22:49:36.511Z,2026-05-12T22:49:35.583Z,41.811256408691406,1.728,,2.728,나쁨,중간수준 악화 (나쁨-2),2.728,,0.545,0.545,0,0.7877,0.1438,48,48,computed_co2_regression,3,20.5,history,24.536697387695312,2026-04-12T22:49:36.511Z,33.33333206176758
587,2026-04-12T22:49:42.727Z,2026-05-12T22:49:41.638Z,41.734962463378906,1.725,,2.725,나쁨,중간수준 악화 (나쁨-2),2.725,,0.551,0.551,0,0.797,0.2369,48,48,computed_co2_regression,3,20.33333396911621,history,24.509994506835938,2026-04-12T22:49:42.727Z,33.25
587.6666870117188,2026-04-12T22:49:48.545Z,2026-05-12T22:49:47.622Z,41.44408416748047,1.725,,2.726,나쁨,중간수준 악화 (나쁨-2),2.726,,0.549,0.549,0,0.7931,0.337,48,48,computed_co2_regression,3,20.16666603088379,history,24.513999938964844,2026-04-12T22:49:48.545Z,33.16666793823242
588,2026-04-12T22:49:54.715Z,2026-05-12T22:49:53.631Z,41.34012985229492,1.728,,2.728,나쁨,중간수준 악화 (나쁨-2),2.728,,0.544,0.544,0,0.7808,0.427,48,48,computed_co2_regression,3,19.83333396911621,history,24.532691955566406,2026-04-12T22:49:54.715Z,33
588,2026-04-12T22:50:00.697Z,2026-05-12T22:49:59.731Z,41.25334167480469,1.735,,2.735,나쁨,중간수준 악화 (나쁨-2),2.735,,0.531,0.531,0,0.7561,0.4495,48,48,computed_co2_regression,3,19.33333396911621,history,24.51934051513672,2026-04-12T22:50:00.697Z,32.83333206176758
588,2026-04-12T22:50:06.973Z,2026-05-12T22:50:05.879Z,41.25334167480469,1.745,,2.745,나쁨,중간수준 악화 (나쁨-2),2.745,,0.511,0.511,0,0.7218,0.4335,48,48,computed_co2_regression,3,19,history,24.51934051513672,2026-04-12T22:50:06.973Z,32.75
587.6666870117188,2026-04-12T22:50:13.571Z,2026-05-12T22:50:12.641Z,41.239036560058594,1.759,,2.759,나쁨,중간수준 악화 (나쁨-2),2.759,,0.483,0.483,0,0.6848,0.4199,48,48,computed_co2_regression,3,19.16666603088379,history,24.51800537109375,2026-04-12T22:50:13.571Z,32.66666793823242
587,2026-04-12T22:50:19.754Z,2026-05-12T22:50:18.669Z,41.39162826538086,1.773,,2.773,나쁨,중간수준 악화 (나쁨-2),2.773,,0.454,0.454,0,0.6566,0.3709,48,48,computed_co2_regression,3,18.83333396911621,history,24.51800537109375,2026-04-12T22:50:19.754Z,32.58333206176758
585.6666870117188,2026-04-12T22:50:26.876Z,2026-05-12T22:50:25.952Z,41.470787048339844,1.785,,2.785,나쁨,중간수준 악화 (나쁨-2),2.785,,0.43,0.43,0,0.6467,0.2961,48,48,computed_co2_regression,3,18.66666603088379,history,24.503318786621094,2026-04-12T22:50:26.876Z,32.5
584.6666870117188,2026-04-12T22:50:32.793Z,2026-05-12T22:50:31.714Z,41.37064743041992,1.792,,2.792,나쁨,중간수준 악화 (나쁨-2),2.792,,0.416,0.416,0,0.6448,0.2186,48,48,computed_co2_regression,3,18.66666603088379,history,24.489967346191406,2026-04-12T22:50:32.793Z,32.41666793823242
584,2026-04-12T22:50:38.577Z,2026-05-12T22:50:37.635Z,41.21424102783203,1.797,,2.797,나쁨,중간수준 악화 (나쁨-2),2.797,,0.407,0.407,0,0.6452,0.1669,48,48,computed_co2_regression,3,18.83333396911621,history,24.48462677001953,2026-04-12T22:50:38.577Z,32.33333206176758
584.3333129882812,2026-04-12T22:50:44.686Z,2026-05-12T22:50:43.702Z,41.20756530761719,1.803,,2.803,나쁨,중간수준 악화 (나쁨-2),2.803,,0.394,0.394,0,0.644,0.1292,48,48,computed_co2_regression,3,19,history,24.48729705810547,2026-04-12T22:50:44.686Z,32.25
584.3333129882812,2026-04-12T22:50:50.736Z,2026-05-12T22:50:49.800Z,41.31151580810547,1.811,,2.811,나쁨,중간수준 악화 (나쁨-2),2.811,,0.379,0.379,0,0.6444,0.0913,48,48,computed_co2_regression,3,19,history,24.480621337890625,2026-04-12T22:50:50.736Z,32.16666793823242
584,2026-04-12T22:50:56.577Z,2026-05-12T22:50:55.637Z,41.315330505371094,1.817,,2.817,나쁨,중간수준 악화 (나쁨-2),2.817,,0.366,0.366,0,0.6461,0.061,48,48,computed_co2_regression,3,19.5,history,24.492637634277344,2026-04-12T22:50:56.577Z,32.08333206176758
583,2026-04-12T22:51:03.677Z,2026-05-12T22:51:02.599Z,41.33917236328125,1.818,,2.818,나쁨,중간수준 악화 (나쁨-2),2.818,,0.364,0.364,0,0.6456,0.0408,48,48,computed_co2_regression,3,19.83333396911621,history,24.501983642578125,2026-04-12T22:51:03.677Z,32
582,2026-04-12T22:51:09.712Z,2026-05-12T22:51:08.677Z,41.47840881347656,1.812,,2.812,나쁨,중간수준 악화 (나쁨-2),2.812,,0.377,0.377,0,0.6395,0.028,48,48,computed_co2_regression,3,20.16666603088379,history,24.4859619140625,2026-04-12T22:51:09.712Z,31.91666603088379
581.3333129882812,2026-04-12T22:51:16.280Z,2026-05-12T22:51:15.360Z,41.63957977294922,1.802,,2.802,나쁨,중간수준 악화 (나쁨-2),2.802,,0.396,0.396,0,0.6331,0.0206,48,48,computed_co2_regression,3,20.5,history,24.489967346191406,2026-04-12T22:51:16.280Z,31.75
581,2026-04-12T22:51:22.148Z,2026-05-12T22:51:21.213Z,42.22514724731445,1.789,,2.789,나쁨,중간수준 악화 (나쁨-2),2.789,,0.422,0.422,0,0.649,0.0351,49,49,computed_co2_regression,3,20.5,history,24.503318786621094,2026-04-12T22:51:22.148Z,31.66666603088379
581.6666870117188,2026-04-12T22:51:29.570Z,2026-05-12T22:51:28.471Z,42.65049362182617,1.785,,2.785,나쁨,중간수준 악화 (나쁨-2),2.785,,0.431,0.431,0,0.635,0.0074,48,48,computed_co2_regression,3,20.33333396911621,history,24.488632202148438,2026-04-12T22:51:29.570Z,31.58333396911621
583.3333129882812,2026-04-12T22:51:35.478Z,2026-05-12T22:51:34.553Z,42.37010955810547,1.783,,2.783,나쁨,중간수준 악화 (나쁨-2),2.783,,0.434,0.434,0,0.638,0.0057,48,48,computed_co2_regression,3,20,history,24.461929321289062,2026-04-12T22:51:35.478Z,31.5
586,2026-04-12T22:51:41.763Z,2026-05-12T22:51:40.685Z,42.10212326049805,1.792,,2.792,나쁨,중간수준 악화 (나쁨-2),2.792,,0.416,0.416,0,0.6017,0.0089,48,48,computed_co2_regression,3,20.16666603088379,history,24.459259033203125,2026-04-12T22:51:41.763Z,31.41666603088379
588.3333129882812,2026-04-12T22:51:47.582Z,2026-05-12T22:51:46.637Z,42.054439544677734,1.81,,2.81,나쁨,중간수준 악화 (나쁨-2),2.81,,0.381,0.381,0,0.5035,0.0148,48,48,computed_co2_regression,3,20.16666603088379,history,24.459259033203125,2026-04-12T22:51:47.582Z,31.33333396911621
590.3333129882812,2026-04-12T22:51:53.683Z,2026-05-12T22:51:52.704Z,42.2528076171875,1.833,,2.833,나쁨,중간수준 악화 (나쁨-2),2.833,,0.335,0.335,0,0.3655,0.0245,48,48,computed_co2_regression,3,20.33333396911621,history,24.469940185546875,2026-04-12T22:51:53.683Z,31.25
591.3333129882812,2026-04-12T22:51:59.881Z,2026-05-12T22:51:58.803Z,42.567527770996094,1.86,,2.86,나쁨,중간수준 악화 (나쁨-2),2.86,,0.281,0.281,0,0.2351,0.042,48,48,computed_co2_regression,3,20.66666603088379,history,24.47394561767578,2026-04-12T22:51:59.881Z,31.16666603088379
592.3333129882812,2026-04-12T22:52:06.351Z,2026-05-12T22:52:05.423Z,42.758270263671875,1.89,,2.891,나쁨,중간수준 악화 (나쁨-2),2.891,,0.219,0.219,0,0.1278,0.0775,48,48,computed_co2_regression,3,21.16666603088379,history,24.457923889160156,2026-04-12T22:52:06.351Z,31.08333396911621
593,2026-04-12T22:52:13.155Z,2026-05-12T22:52:12.210Z,42.64763641357422,1.925,,2.925,나쁨,중간수준 악화 (나쁨-2),2.925,,0.15,0.15,0,0.0533,0.1213,48,48,computed_co2_regression,3,21.33333396911621,history,24.45258331298828,2026-04-12T22:52:13.155Z,31
593.6666870117188,2026-04-12T22:52:19.705Z,2026-05-12T22:52:18.717Z,42.582786560058594,1.961,,2.961,나쁨,중간수준 악화 (나쁨-2),2.961,,0.078,0.078,0,0.0125,0.1608,48,48,computed_co2_regression,3,21.33333396911621,history,24.456588745117188,2026-04-12T22:52:19.705Z,30.91666603088379
594.3333129882812,2026-04-12T22:52:25.424Z,2026-05-12T22:52:24.498Z,42.97665786743164,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0,0.2031,48,48,computed_co2_regression,3,21.5,history,24.448577880859375,2026-04-12T22:52:25.424Z,30.83333396911621
594.6666870117188,2026-04-12T22:52:32.935Z,2026-05-12T22:52:31.983Z,42.945186614990234,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0116,0.2419,48,48,computed_co2_regression,3,21.33333396911621,history,24.43389129638672,2026-04-12T22:52:32.935Z,30.75
595,2026-04-12T22:52:38.691Z,2026-05-12T22:52:37.705Z,42.89750671386719,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0426,0.2835,48,48,computed_co2_regression,3,21.16666603088379,history,24.428550720214844,2026-04-12T22:52:38.691Z,30.66666603088379
595,2026-04-12T22:52:44.628Z,2026-05-12T22:52:43.685Z,43.169307708740234,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.0861,0.3162,48,48,computed_co2_regression,3,21.16666603088379,history,24.415199279785156,2026-04-12T22:52:44.628Z,30.58333396911621
594.6666870117188,2026-04-12T22:52:50.758Z,2026-05-12T22:52:49.805Z,43.124481201171875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.1365,0.3367,48,48,computed_co2_regression,3,21.33333396911621,history,24.436561584472656,2026-04-12T22:52:50.758Z,30.5
594.6666870117188,2026-04-12T22:52:56.691Z,2026-05-12T22:52:55.770Z,43.15118408203125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.1926,0.3548,48,48,computed_co2_regression,3,21.33333396911621,history,24.467269897460938,2026-04-12T22:52:56.691Z,30.41666603088379
594.6666870117188,2026-04-12T22:53:03.684Z,2026-05-12T22:53:02.595Z,42.98619842529297,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.2491,0.3557,48,48,computed_co2_regression,3,21,history,24.457923889160156,2026-04-12T22:53:03.684Z,30.33333396911621
595,2026-04-12T22:53:09.614Z,2026-05-12T22:53:08.674Z,43.07775115966797,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3053,0.3487,48,48,computed_co2_regression,3,20.83333396911621,history,24.45391845703125,2026-04-12T22:53:09.614Z,30.16666603088379
595,2026-04-12T22:53:16.434Z,2026-05-12T22:53:15.350Z,43.315216064453125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.3582,0.3334,48,48,computed_co2_regression,3,20.66666603088379,history,24.45391845703125,2026-04-12T22:53:16.434Z,29.83333396911621
595,2026-04-12T22:53:22.672Z,2026-05-12T22:53:21.511Z,43.180747985839844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4065,0.2975,48,48,computed_co2_regression,3,20.33333396911621,history,24.436561584472656,2026-04-12T22:53:22.672Z,29.66666603088379
595,2026-04-12T22:53:28.548Z,2026-05-12T22:53:27.616Z,43.083473205566406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4499,0.2456,48,48,computed_co2_regression,3,20,history,24.43122100830078,2026-04-12T22:53:28.548Z,29.58333396911621
595,2026-04-12T22:53:35.947Z,2026-05-12T22:53:34.875Z,43.073936462402344,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.4883,0.2046,48,48,computed_co2_regression,3,20,history,24.427215576171875,2026-04-12T22:53:35.947Z,29.5
595,2026-04-12T22:53:41.578Z,2026-05-12T22:53:40.643Z,42.775428771972656,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5213,0.1762,48,48,computed_co2_regression,3,20,history,24.43255615234375,2026-04-12T22:53:41.578Z,29.41666603088379
595,2026-04-12T22:53:47.589Z,2026-05-12T22:53:46.622Z,42.81548309326172,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5459,0.1548,48,48,computed_co2_regression,3,20,history,24.45391845703125,2026-04-12T22:53:47.589Z,29.33333396911621
595,2026-04-12T22:53:53.594Z,2026-05-12T22:53:52.654Z,43.07297897338867,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5624,0.1286,48,48,computed_co2_regression,3,19.83333396911621,history,24.448577880859375,2026-04-12T22:53:53.594Z,29.25
595,2026-04-12T22:53:59.824Z,2026-05-12T22:53:58.752Z,42.96807098388672,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5739,0.1091,48,48,computed_co2_regression,3,19.66666603088379,history,24.416534423828125,2026-04-12T22:53:59.824Z,29.16666603088379
595,2026-04-12T22:54:06.335Z,2026-05-12T22:54:05.410Z,43.072975158691406,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5851,0.1072,48,48,computed_co2_regression,3,19.83333396911621,history,24.40184783935547,2026-04-12T22:54:06.335Z,29.08333396911621
595,2026-04-12T22:54:13.145Z,2026-05-12T22:54:12.197Z,42.90702819824219,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.5963,0.0957,48,48,computed_co2_regression,3,19.66666603088379,history,24.417869567871094,2026-04-12T22:54:13.145Z,29
595.3333129882812,2026-04-12T22:54:19.698Z,2026-05-12T22:54:18.737Z,42.34626007080078,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6093,0.0955,48,48,computed_co2_regression,3,19.83333396911621,history,24.42321014404297,2026-04-12T22:54:19.698Z,29
596,2026-04-12T22:54:25.528Z,2026-05-12T22:54:24.582Z,42.25947189331055,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6229,0.1063,48,48,computed_co2_regression,3,20,history,24.421875,2026-04-12T22:54:25.528Z,29
596.6666870117188,2026-04-12T22:54:31.787Z,2026-05-12T22:54:30.678Z,42.64380645751953,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6359,0.1051,49,49,computed_co2_regression,3,20.33333396911621,history,24.421875,2026-04-12T22:54:31.787Z,29
597,2026-04-12T22:54:38.775Z,2026-05-12T22:54:37.861Z,42.52650451660156,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6525,0.1664,48,48,computed_co2_regression,3,20.66666603088379,history,24.417869567871094,2026-04-12T22:54:38.775Z,29
597,2026-04-12T22:54:44.654Z,2026-05-12T22:54:43.580Z,41.96955108642578,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6706,0.1975,48,48,computed_co2_regression,3,20.83333396911621,history,24.42053985595703,2026-04-12T22:54:44.654Z,29
597,2026-04-12T22:54:50.662Z,2026-05-12T22:54:49.737Z,41.76069641113281,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.6917,0.2227,48,48,computed_co2_regression,3,20.83333396911621,history,24.43122100830078,2026-04-12T22:54:50.662Z,29
597,2026-04-12T22:54:56.698Z,2026-05-12T22:54:55.615Z,42.026771545410156,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7132,0.2338,48,48,computed_co2_regression,3,20.83333396911621,history,24.43122100830078,2026-04-12T22:54:56.698Z,29
597.3333129882812,2026-04-12T22:55:03.491Z,2026-05-12T22:55:02.554Z,42.202247619628906,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7338,0.22,48,48,computed_co2_regression,3,20.66666603088379,history,24.419204711914062,2026-04-12T22:55:03.491Z,29
597.6666870117188,2026-04-12T22:55:09.555Z,2026-05-12T22:55:08.633Z,42.16791534423828,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7535,0.1893,48,48,computed_co2_regression,3,20.5,history,24.42053985595703,2026-04-12T22:55:09.555Z,29
598.3333129882812,2026-04-12T22:55:16.299Z,2026-05-12T22:55:15.336Z,42.19366455078125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7707,0.1622,48,48,computed_co2_regression,3,20.5,history,24.413864135742188,2026-04-12T22:55:16.299Z,29
598.6666870117188,2026-04-12T22:55:22.163Z,2026-05-12T22:55:21.232Z,42.276634216308594,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7821,0.1266,48,48,computed_co2_regression,3,20.5,history,24.41119384765625,2026-04-12T22:55:22.163Z,28.91666603088379
599.3333129882812,2026-04-12T22:55:28.161Z,2026-05-12T22:55:27.233Z,42.26042175292969,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7856,0.0883,48,48,computed_co2_regression,3,20.5,history,24.43122100830078,2026-04-12T22:55:28.161Z,28.83333396911621
600,2026-04-12T22:55:34.177Z,2026-05-12T22:55:33.240Z,42.197479248046875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7851,0.0438,48,48,computed_co2_regression,3,20.16666603088379,history,24.425880432128906,2026-04-12T22:55:34.177Z,28.75
602.3333129882812,2026-04-12T22:55:41.499Z,2026-05-12T22:55:40.546Z,42.220367431640625,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7862,0.0128,48,48,computed_co2_regression,3,20.16666603088379,history,24.403182983398438,2026-04-12T22:55:41.499Z,28.66666603088379
605.3333129882812,2026-04-12T22:55:47.544Z,2026-05-12T22:55:46.608Z,42.23467254638672,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0,0.7882,0.0001,48,48,computed_co2_regression,3,20.16666603088379,history,24.413864135742188,2026-04-12T22:55:47.544Z,28.58333396911621
608.3333129882812,2026-04-12T22:55:55.162Z,2026-05-12T22:55:54.216Z,42.215599060058594,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.131,0.7867,0.0155,48,48,computed_co2_regression,3,20,history,24.427215576171875,2026-04-12T22:55:55.162Z,28.5
610.3333129882812,2026-04-12T22:56:01.227Z,2026-05-12T22:56:00.308Z,42.12023162841797,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.249,0.7822,0.0585,48,48,computed_co2_regression,3,19.83333396911621,history,24.416534423828125,2026-04-12T22:56:01.227Z,28.41666603088379
612,2026-04-12T22:56:07.202Z,2026-05-12T22:56:06.204Z,42.033447265625,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.318,0.7755,0.0977,48,48,computed_co2_regression,3,20.16666603088379,history,24.408523559570312,2026-04-12T22:56:07.202Z,28.33333396911621
613.3333129882812,2026-04-12T22:56:14.160Z,2026-05-12T22:56:13.093Z,42.00769805908203,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.326,0.7691,0.1036,48,48,computed_co2_regression,3,20.66666603088379,history,24.40184783935547,2026-04-12T22:56:14.160Z,28.25
614,2026-04-12T22:56:20.693Z,2026-05-12T22:56:19.769Z,42.200340270996094,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.288,0.7653,0.079,48,48,computed_co2_regression,3,21,history,24.404518127441406,2026-04-12T22:56:20.693Z,28.16666603088379
614.3333129882812,2026-04-12T22:56:26.477Z,2026-05-12T22:56:25.549Z,42.39393615722656,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.217,0.7639,0.0418,48,48,computed_co2_regression,3,21.5,history,24.407188415527344,2026-04-12T22:56:26.477Z,28.08333396911621
615.6666870117188,2026-04-12T22:56:32.491Z,2026-05-12T22:56:31.563Z,42.276634216308594,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.15,0.7615,0.0184,48,48,computed_co2_regression,3,21.66666603088379,history,24.408523559570312,2026-04-12T22:56:32.491Z,28
618.6666870117188,2026-04-12T22:56:38.525Z,2026-05-12T22:56:37.583Z,42.09638977050781,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.124,0.7524,0.012,48,48,computed_co2_regression,3,21.5,history,24.41119384765625,2026-04-12T22:56:38.525Z,28
622.3333129882812,2026-04-12T22:56:45.902Z,2026-05-12T22:56:44.957Z,42.085899353027344,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.134,0.7391,0.0143,48,48,computed_co2_regression,3,20.83333396911621,history,24.40985870361328,2026-04-12T22:56:45.902Z,28
626,2026-04-12T22:56:51.708Z,2026-05-12T22:56:50.770Z,42.13072204589844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.206,0.7274,0.0334,48,48,computed_co2_regression,3,20,history,24.43122100830078,2026-04-12T22:56:51.708Z,28
628.3333129882812,2026-04-12T22:56:58.927Z,2026-05-12T22:56:58.007Z,42.04584503173828,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.315,0.7256,0.0709,48,48,computed_co2_regression,3,19.33333396911621,history,24.41252899169922,2026-04-12T22:56:58.927Z,28
630,2026-04-12T22:57:05.304Z,2026-05-12T22:57:04.366Z,41.9876708984375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.448,0.7309,0.1165,48,48,computed_co2_regression,3,18.66666603088379,history,24.385826110839844,2026-04-12T22:57:05.304Z,28
630.6666870117188,2026-04-12T22:57:11.390Z,2026-05-12T22:57:10.449Z,41.9876708984375,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.577,0.743,0.1523,48,48,computed_co2_regression,3,18.16666603088379,history,24.385826110839844,2026-04-12T22:57:11.390Z,28
631,2026-04-12T22:57:17.215Z,2026-05-12T22:57:16.285Z,41.99339294433594,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.685,0.759,0.1808,48,48,computed_co2_regression,3,18.16666603088379,history,24.373809814453125,2026-04-12T22:57:17.215Z,28
630.6666870117188,2026-04-12T22:57:23.538Z,2026-05-12T22:57:22.613Z,42.125,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.756,0.778,0.2019,48,48,computed_co2_regression,3,18.5,history,24.3577880859375,2026-04-12T22:57:23.538Z,28
630.3333129882812,2026-04-12T22:57:31.264Z,2026-05-12T22:57:30.320Z,42.447349548339844,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.756,0.799,0.2021,48,48,computed_co2_regression,3,19.16666603088379,history,24.376480102539062,2026-04-12T22:57:31.264Z,28
630,2026-04-12T22:57:37.077Z,2026-05-12T22:57:36.143Z,42.531272888183594,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.735,0.8192,0.1944,48,48,computed_co2_regression,3,19.5,history,24.38849639892578,2026-04-12T22:57:37.077Z,28
630,2026-04-12T22:57:43.157Z,2026-05-12T22:57:42.203Z,42.24421310424805,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.695,0.8388,0.1782,48,48,computed_co2_regression,3,19.83333396911621,history,24.38048553466797,2026-04-12T22:57:43.157Z,27.91666603088379
630,2026-04-12T22:57:50.340Z,2026-05-12T22:57:49.415Z,42.146942138671875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.616,0.8565,0.1439,48,48,computed_co2_regression,3,20.33333396911621,history,24.376480102539062,2026-04-12T22:57:50.340Z,27.83333396911621
630,2026-04-12T22:57:56.046Z,2026-05-12T22:57:55.116Z,42.25470733642578,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.487,0.8713,0.0927,48,48,computed_co2_regression,3,20.83333396911621,history,24.38983154296875,2026-04-12T22:57:56.046Z,27.75
630,2026-04-12T22:58:03.273Z,2026-05-12T22:58:02.196Z,42.243263244628906,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.323,0.884,0.0407,48,48,computed_co2_regression,3,21.33333396911621,history,24.4005126953125,2026-04-12T22:58:03.273Z,27.66666603088379
630.3333129882812,2026-04-12T22:58:09.086Z,2026-05-12T22:58:08.148Z,42.360565185546875,2,,3,나쁨,심각한 악화 (나쁨-3),3,,0,0,0.171,0.8945,0.011,48,48,computed_co2_regression,3,21.5,history,24.4005126953125,2026-04-12T22:58:09.086Z,27.58333396911621
