"source_collection","timestamp","co2","createdAt","expireAt","humidity","iaqi.e_score","iaqi.i_score","iaqi.m_score","iaqi.primary_grade","iaqi.sub_level","iaqiScore","k","macAddress","nox","pm25","temp","tvoc","kEffective","kSource","kCo2","kPm25","kR2Co2","kR2Pm25","kSampleCountCo2","kSampleCountPm25"
"history","2026-04-11T18:05:21.528Z","1032","2026-04-11T18:05:21.528Z","2026-05-11T18:05:21.051Z","45.196895599365234","2.08","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.333333015441895","26.901275634765625","100","0","computed_co2_insufficient_samples","","","","","2","2"
"history","2026-04-11T18:05:27.100Z","1030.3333740234375","2026-04-11T18:05:27.100Z","2026-05-11T18:05:26.621Z","45.048126220703125","2.076","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.166666984558105","26.9066162109375","100","0","computed_co2_insufficient_samples","","","","","3","3"
"history","2026-04-11T18:05:33.006Z","1028.3333740234375","2026-04-11T18:05:33.006Z","2026-05-11T18:05:32.527Z","45.00425720214844","2.071","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.666666984558105","26.9066162109375","100","0","computed_co2_insufficient_samples","","","","","4","4"
"history","2026-04-11T18:05:39.068Z","1027","2026-04-11T18:05:39.068Z","2026-05-11T18:05:38.586Z","44.918426513671875","2.068","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11","26.89727020263672","100","0","computed_co2_insufficient_samples","","","","","5","5"
"history","2026-04-11T18:05:45.208Z","1026.3333740234375","2026-04-11T18:05:45.208Z","2026-05-11T18:05:44.732Z","44.85357666015625","2.066","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10.166666984558105","26.910621643066406","100","0","computed_co2_insufficient_samples","","","","","6","6"
"history","2026-04-11T18:05:51.127Z","1026","2026-04-11T18:05:51.127Z","2026-05-11T18:05:50.631Z","44.799217224121094","2.065","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","9.833333015441895","26.919967651367188","100","0","computed_co2_insufficient_samples","","","","","7","7"
"history","2026-04-11T18:05:57.438Z","1025.6666259765625","2026-04-11T18:05:57.438Z","2026-05-11T18:05:56.935Z","44.75916290283203","2.064","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10","26.91729736328125","100","0","computed_co2_insufficient_samples","","","","","8","8"
"history","2026-04-11T18:06:03.067Z","1025.3333740234375","2026-04-11T18:06:03.067Z","2026-05-11T18:06:02.576Z","44.742950439453125","2.063","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10","26.909286499023438","100","0","computed_co2_insufficient_samples","","","","","9","9"
"history","2026-04-11T18:06:09.101Z","1024","2026-04-11T18:06:09.101Z","2026-05-11T18:06:08.612Z","44.75916290283203","2.06","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","9.833333015441895","26.914627075195312","100","0","computed_co2_insufficient_samples","","","","","10","10"
"history","2026-04-11T18:06:16.275Z","1022.6666870117188","2026-04-11T18:06:16.275Z","2026-05-11T18:06:15.797Z","44.76774597167969","2.057","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","9.666666984558105","26.91863250732422","99.91666412353516","0","computed_co2_insufficient_samples","","","","","11","11"
"history","2026-04-11T18:06:23.682Z","1020.6666870117188","2026-04-11T18:06:23.682Z","2026-05-11T18:06:23.184Z","44.784912109375","2.052","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10","26.903945922851562","99.83333587646484","0","computed_co2_insufficient_samples","","","","","12","12"
"history","2026-04-11T18:06:29.081Z","1019.3333129882812","2026-04-11T18:06:29.081Z","2026-05-11T18:06:28.594Z","44.80780029296875","2.048","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10","26.91863250732422","99.75","0","computed_co2_insufficient_samples","","","","","13","13"
"history","2026-04-11T18:06:35.191Z","1018","2026-04-11T18:06:35.191Z","2026-05-11T18:06:34.696Z","44.796356201171875","2.045","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","9.833333015441895","26.931983947753906","99.66666412353516","0","computed_co2_insufficient_samples","","","","","14","14"
"history","2026-04-11T18:06:41.074Z","1017.3333129882812","2026-04-11T18:06:41.074Z","2026-05-11T18:06:40.578Z","44.79444885253906","1.535","","2.492","나쁨","중간수준 악화 (나쁨-2)","2.492","1.017","","1","9.833333015441895","26.919967651367188","99.58333587646484","1.017","computed_co2_regression","1.017","8.948","0.9748","0.6465","15","15"
"history","2026-04-11T18:06:47.177Z","1016.3333129882812","2026-04-11T18:06:47.177Z","2026-05-11T18:06:46.699Z","44.80207824707031","1.529","","2.489","나쁨","중간수준 악화 (나쁨-2)","2.489","1.023","","1","10","26.9066162109375","99.5","1.023","computed_co2_regression","1.023","7.666","0.9793","0.58","16","16"
"history","2026-04-11T18:06:53.075Z","1015.6666870117188","2026-04-11T18:06:53.075Z","2026-05-11T18:06:52.600Z","44.8306884765625","1.531","","2.492","나쁨","중간수준 악화 (나쁨-2)","2.492","1.016","","1","10.5","26.902610778808594","99.41666412353516","1.016","computed_co2_regression","1.016","5.788","0.9826","0.4018","17","17"
"history","2026-04-11T18:06:59.320Z","1015","2026-04-11T18:06:59.320Z","2026-05-11T18:06:58.839Z","44.86311340332031","1.536","","2.499","나쁨","중간수준 악화 (나쁨-2)","2.499","1.003","","1","10.833333015441895","26.910621643066406","99.33333587646484","1.003","computed_co2_regression","1.003","4.171","0.9845","0.2412","18","18"
"history","2026-04-11T18:07:05.185Z","1015","2026-04-11T18:07:05.185Z","2026-05-11T18:07:04.707Z","44.862159729003906","1.552","","2.515","나쁨","중간수준 악화 (나쁨-2)","2.515","0.971","","1","11.5","26.899940490722656","99.25","0.971","computed_co2_regression","0.971","2.188","0.982","0.0673","19","19"
"history","2026-04-11T18:07:11.067Z","1015","2026-04-11T18:07:11.067Z","2026-05-11T18:07:10.590Z","44.910797119140625","1.571","","2.533","나쁨","중간수준 악화 (나쁨-2)","2.533","0.934","","1","12.166666984558105","26.899940490722656","99.16666412353516","0.934","computed_co2_regression","0.934","0.26","0.9758","0.0009","20","20"
"history","2026-04-11T18:07:17.991Z","1014.6666870117188","2026-04-11T18:07:17.991Z","2026-05-11T18:07:17.505Z","44.92510223388672","1.588","","2.551","나쁨","중간수준 악화 (나쁨-2)","2.551","0.898","","1","12.833333015441895","26.889259338378906","99.08333587646484","0.898","computed_co2_regression","0.898","0","0.9692","0.0285","21","21"
"history","2026-04-11T18:07:24.968Z","1014.3333129882812","2026-04-11T18:07:24.968Z","2026-05-11T18:07:24.487Z","44.910797119140625","1.604","","2.569","나쁨","중간수준 악화 (나쁨-2)","2.569","0.863","","1","13.333333015441895","26.88525390625","99","0.863","computed_co2_regression","0.863","0","0.9618","0.0996","22","22"
"history","2026-04-11T18:07:30.913Z","1013.6666870117188","2026-04-11T18:07:30.913Z","2026-05-11T18:07:30.422Z","45.01570129394531","1.615","","2.581","나쁨","중간수준 악화 (나쁨-2)","2.581","0.839","","1","13.5","26.887924194335938","99","0.839","computed_co2_regression","0.839","0","0.9596","0.1712","23","23"
"history","2026-04-11T18:07:36.997Z","1013.6666870117188","2026-04-11T18:07:36.997Z","2026-05-11T18:07:36.522Z","45.16065979003906","1.631","","2.597","나쁨","중간수준 악화 (나쁨-2)","2.597","0.807","","1","13.5","26.893264770507812","99.08333587646484","0.807","computed_co2_regression","0.807","0","0.9517","0.235","24","24"
"history","2026-04-11T18:07:42.886Z","1014","2026-04-11T18:07:42.886Z","2026-05-11T18:07:42.405Z","45.26079559326172","1.65","","2.616","나쁨","중간수준 악화 (나쁨-2)","2.616","0.769","","1","13.333333015441895","26.89727020263672","99.16666412353516","0.769","computed_co2_regression","0.769","0","0.9381","0.2852","25","25"
"history","2026-04-11T18:07:48.946Z","1015.6666870117188","2026-04-11T18:07:48.946Z","2026-05-11T18:07:48.464Z","45.269378662109375","1.685","","2.646","나쁨","중간수준 악화 (나쁨-2)","2.646","0.709","","1","13","26.89459991455078","99.33333587646484","0.709","computed_co2_regression","0.709","0","0.8957","0.3174","26","26"
"history","2026-04-11T18:07:54.945Z","1017","2026-04-11T18:07:54.945Z","2026-05-11T18:07:54.463Z","45.23218536376953","1.719","","2.676","나쁨","중간수준 악화 (나쁨-2)","2.676","0.648","","1","12.333333015441895","26.890594482421875","99.5","0.648","computed_co2_regression","0.648","0","0.8384","0.3149","27","27"
"history","2026-04-11T18:08:01.153Z","1018.6666870117188","2026-04-11T18:08:01.153Z","2026-05-11T18:08:00.668Z","45.26842498779297","1.757","","2.71","나쁨","중간수준 악화 (나쁨-2)","2.71","0.58","","1","11.833333015441895","26.879913330078125","99.66666412353516","0.58","computed_co2_regression","0.58","0","0.7538","0.2938","28","28"
"history","2026-04-11T18:08:07.027Z","1019.3333129882812","2026-04-11T18:08:07.027Z","2026-05-11T18:08:06.552Z","45.13300323486328","1.787","","2.739","나쁨","중간수준 악화 (나쁨-2)","2.739","0.523","","1","11.5","26.866561889648438","99.75","0.523","computed_co2_regression","0.523","0","0.6809","0.2649","29","29"
"history","2026-04-11T18:08:12.895Z","1020","2026-04-11T18:08:12.895Z","2026-05-11T18:08:12.411Z","44.94322204589844","1.816","","2.766","나쁨","중간수준 악화 (나쁨-2)","2.766","0.469","","1","11.166666984558105","26.85321044921875","99.83333587646484","0.469","computed_co2_regression","0.469","0","0.6063","0.2246","30","30"
"history","2026-04-11T18:08:20.748Z","1020","2026-04-11T18:08:20.748Z","2026-05-11T18:08:20.264Z","44.877418518066406","1.839","","2.789","나쁨","중간수준 악화 (나쁨-2)","2.789","0.422","","1","11","26.857215881347656","100","0.422","computed_co2_regression","0.422","0","0.5464","0.1874","31","31"
"history","2026-04-11T18:08:27.315Z","1020","2026-04-11T18:08:27.315Z","2026-05-11T18:08:26.808Z","44.803985595703125","1.859","","2.809","나쁨","중간수준 악화 (나쁨-2)","2.809","0.383","","1","11.166666984558105","26.855880737304688","100","0.383","computed_co2_regression","0.383","0","0.4951","0.1736","32","32"
"history","2026-04-11T18:08:33.819Z","1019.6666870117188","2026-04-11T18:08:33.819Z","2026-05-11T18:08:33.325Z","44.85643768310547","1.874","","2.825","나쁨","중간수준 악화 (나쁨-2)","2.825","0.351","","1","11.333333015441895","26.85454559326172","100","0.351","computed_co2_regression","0.351","0","0.4584","0.1669","33","33"
"history","2026-04-11T18:08:39.177Z","1019.3333129882812","2026-04-11T18:08:39.177Z","2026-05-11T18:08:38.697Z","44.796356201171875","1.885","","2.837","나쁨","중간수준 악화 (나쁨-2)","2.837","0.326","","1","11.333333015441895","26.86255645751953","100","0.326","computed_co2_regression","0.326","0","0.4312","0.1562","34","34"
"history","2026-04-11T18:08:45.202Z","1019","2026-04-11T18:08:45.202Z","2026-05-11T18:08:44.713Z","44.50929260253906","1.896","","2.848","나쁨","중간수준 악화 (나쁨-2)","2.848","0.304","","1","11.166666984558105","26.861221313476562","100","0.304","computed_co2_regression","0.304","0","0.41","0.1367","35","35"
"history","2026-04-11T18:08:51.211Z","1018.6666870117188","2026-04-11T18:08:51.211Z","2026-05-11T18:08:50.734Z","44.381500244140625","1.904","","2.857","나쁨","중간수준 악화 (나쁨-2)","2.857","0.286","","1","11.166666984558105","26.858551025390625","100","0.286","computed_co2_regression","0.286","0","0.3943","0.124","36","36"
"history","2026-04-11T18:08:57.349Z","1018","2026-04-11T18:08:57.349Z","2026-05-11T18:08:56.857Z","44.363380432128906","1.908","","2.863","나쁨","중간수준 악화 (나쁨-2)","2.863","0.274","","1","10.666666984558105","26.84119415283203","99.91666412353516","0.274","computed_co2_regression","0.274","0","0.3895","0.0869","37","37"
"history","2026-04-11T18:09:03.320Z","1017.3333129882812","2026-04-11T18:09:03.320Z","2026-05-11T18:09:02.827Z","44.2355842590332","1.911","","2.868","나쁨","중간수준 악화 (나쁨-2)","2.868","0.265","","1","10.5","26.849205017089844","99.83333587646484","0.265","computed_co2_regression","0.265","0","0.391","0.0611","38","38"
"history","2026-04-11T18:09:09.349Z","1017.3333129882812","2026-04-11T18:09:09.349Z","2026-05-11T18:09:08.861Z","44.14784240722656","1.916","","2.873","나쁨","중간수준 악화 (나쁨-2)","2.873","0.254","","1","10.5","26.86255645751953","99.66666412353516","0.254","computed_co2_regression","0.254","0","0.3863","0.0441","39","39"
"history","2026-04-11T18:09:15.382Z","1017.6666870117188","2026-04-11T18:09:15.382Z","2026-05-11T18:09:14.892Z","44.223182678222656","1.923","","2.879","나쁨","중간수준 악화 (나쁨-2)","2.879","0.242","","1","10.833333015441895","26.849205017089844","99.5","0.242","computed_co2_regression","0.242","0","0.3757","0.041","40","40"
"history","2026-04-11T18:09:22.312Z","1020.6666870117188","2026-04-11T18:09:22.312Z","2026-05-11T18:09:21.824Z","44.546485900878906","1.946","","2.895","나쁨","중간수준 악화 (나쁨-2)","2.895","0.211","","1","11.166666984558105","26.84119415283203","99.41666412353516","0.211","computed_co2_regression","0.211","0","0.3107","0.043","41","41"
"history","2026-04-11T18:09:28.774Z","1034","2026-04-11T18:09:28.774Z","2026-05-11T18:09:28.294Z","44.71910858154297","2.029","","2.944","나쁨","심각한 악화 (나쁨-3)","2.944","0.112","","1","11.5","26.842529296875","99.41666412353516","0.112","computed_co2_regression","0.112","0","0.0653","0.0499","42","42"
"history","2026-04-11T18:09:34.801Z","1062.6666259765625","2026-04-11T18:09:34.801Z","2026-05-11T18:09:34.317Z","44.75916290283203","2.157","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.166666984558105","26.83184814453125","99.5","0","computed_co2_regression","0","0","0.016","0.0716","43","43"
"history","2026-04-11T18:09:40.742Z","1110.3333740234375","2026-04-11T18:09:40.742Z","2026-05-11T18:09:40.256Z","44.806846618652344","2.276","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.5","26.81048583984375","99.83333587646484","0","computed_co2_regression","0","0","0.0958","0.0936","44","44"
"history","2026-04-11T18:09:46.862Z","1153.3333740234375","2026-04-11T18:09:46.862Z","2026-05-11T18:09:46.384Z","44.44635009765625","2.383","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.833333015441895","26.81182098388672","100","0","computed_co2_regression","0","0","0.1585","0.1206","45","45"
"history","2026-04-11T18:09:52.764Z","1181.6666259765625","2026-04-11T18:09:52.764Z","2026-05-11T18:09:52.284Z","44.062965393066406","2.454","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","13.166666984558105","26.803810119628906","100.5","0","computed_co2_regression","0","0","0.2115","0.1517","46","46"
"history","2026-04-11T18:09:58.725Z","1186.6666259765625","2026-04-11T18:09:58.725Z","2026-05-11T18:09:58.237Z","43.800697326660156","2.467","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","13.5","26.783782958984375","100.66666412353516","0","computed_co2_regression","0","0","0.2605","0.186","47","47"
"history","2026-04-11T18:10:04.731Z","1178.3333740234375","2026-04-11T18:10:04.731Z","2026-05-11T18:10:04.247Z","43.523170471191406","2.446","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","14","26.775772094726562","100.83333587646484","0","computed_co2_regression","0","0","0.3052","0.2257","48","48"
"history","2026-04-11T18:10:10.735Z","1166","2026-04-11T18:10:10.735Z","2026-05-11T18:10:10.262Z","43.59183883666992","2.415","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","14.5","26.76776123046875","101.16666412353516","0","computed_co2_regression","0","0","0.3446","0.2665","49","49"
"history","2026-04-11T18:10:17.606Z","1149.3333740234375","2026-04-11T18:10:17.606Z","2026-05-11T18:10:17.119Z","43.5880241394043","2.373","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","14.666666984558105","26.765090942382812","101.33333587646484","0","computed_co2_regression","0","0","0.3776","0.3033","50","50"
"history","2026-04-11T18:10:23.657Z","1136.3333740234375","2026-04-11T18:10:23.657Z","2026-05-11T18:10:23.155Z","43.37439727783203","2.341","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","15","26.76909637451172","101.41666412353516","0","computed_co2_regression","0","0","0.4192","0.3829","50","50"
"history","2026-04-11T18:10:30.157Z","1119","2026-04-11T18:10:30.157Z","2026-05-11T18:10:29.670Z","43.14646911621094","2.298","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","14.833333015441895","26.749069213867188","101.41666412353516","0","computed_co2_regression","0","0","0.4506","0.4546","50","50"
"history","2026-04-11T18:10:36.232Z","1105.3333740234375","2026-04-11T18:10:36.232Z","2026-05-11T18:10:35.755Z","42.93284606933594","2.263","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","14.5","26.710350036621094","101.25","0","computed_co2_regression","0","0","0.4728","0.506","50","50"
"history","2026-04-11T18:10:42.085Z","1090.6666259765625","2026-04-11T18:10:42.085Z","2026-05-11T18:10:41.607Z","42.81459045410156","2.227","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","13.333333015441895","26.70233917236328","101.08333587646484","0","computed_co2_regression","0","0","0.4831","0.5117","50","50"
"history","2026-04-11T18:10:48.120Z","1082","2026-04-11T18:10:48.120Z","2026-05-11T18:10:47.634Z","42.74687957763672","2.205","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.166666984558105","26.711685180664062","100.91666412353516","0","computed_co2_regression","0","0","0.4881","0.4603","50","50"
"history","2026-04-11T18:10:54.124Z","1070","2026-04-11T18:10:54.124Z","2026-05-11T18:10:53.647Z","42.880393981933594","2.175","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.666666984558105","26.687652587890625","100.75","0","computed_co2_regression","0","0","0.4804","0.3973","50","50"
"history","2026-04-11T18:11:00.116Z","1061","2026-04-11T18:11:00.116Z","2026-05-11T18:10:59.642Z","42.910911560058594","2.153","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.333333015441895","26.67296600341797","100.58333587646484","0","computed_co2_regression","0","0","0.4656","0.3314","50","50"
"history","2026-04-11T18:11:06.252Z","1052.3333740234375","2026-04-11T18:11:06.252Z","2026-05-11T18:11:05.765Z","42.755462646484375","2.131","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.166666984558105","26.686317443847656","100.5","0","computed_co2_regression","0","0","0.4422","0.2676","50","50"
"history","2026-04-11T18:11:12.144Z","1049.6666259765625","2026-04-11T18:11:12.144Z","2026-05-11T18:11:11.651Z","42.60478210449219","2.124","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.166666984558105","26.675636291503906","100.41666412353516","0","computed_co2_regression","0","0","0.4199","0.2093","50","50"
"history","2026-04-11T18:11:18.971Z","1048.3333740234375","2026-04-11T18:11:18.971Z","2026-05-11T18:11:18.483Z","42.393062591552734","2.121","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.5","26.64893341064453","100.33333587646484","0","computed_co2_regression","0","0","0.3955","0.167","50","50"
"history","2026-04-11T18:11:24.950Z","1048.3333740234375","2026-04-11T18:11:24.950Z","2026-05-11T18:11:24.459Z","42.2967414855957","2.121","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12","26.62222671508789","100.25","0","computed_co2_regression","0","0","0.3706","0.1436","50","50"
"history","2026-04-11T18:11:31.646Z","1047.6666259765625","2026-04-11T18:11:31.646Z","2026-05-11T18:11:31.171Z","42.29197692871094","2.119","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.166666984558105","26.59685516357422","100.08333587646484","0","computed_co2_regression","0","0","0.3434","0.1161","50","50"
"history","2026-04-11T18:11:37.730Z","1047","2026-04-11T18:11:37.730Z","2026-05-11T18:11:37.248Z","42.21186828613281","2.117","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.333333015441895","26.58350372314453","99.91666412353516","0","computed_co2_regression","0","0","0.3149","0.0892","50","50"
"history","2026-04-11T18:11:43.622Z","1046","2026-04-11T18:11:43.622Z","2026-05-11T18:11:43.142Z","42.14701843261719","2.115","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.5","26.570152282714844","99.75","0","computed_co2_regression","0","0","0.2854","0.0652","50","50"
"history","2026-04-11T18:11:49.681Z","1044.3333740234375","2026-04-11T18:11:49.681Z","2026-05-11T18:11:49.201Z","42.122222900390625","2.111","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.666666984558105","26.5634765625","99.66666412353516","0","computed_co2_regression","0","0","0.254","0.046","50","50"
"history","2026-04-11T18:11:55.713Z","1042.3333740234375","2026-04-11T18:11:55.713Z","2026-05-11T18:11:55.230Z","42.0115966796875","2.106","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","13","26.558135986328125","99.58333587646484","0","computed_co2_regression","0","0","0.2214","0.038","50","50"
"history","2026-04-11T18:12:01.640Z","1040","2026-04-11T18:12:01.640Z","2026-05-11T18:12:01.162Z","41.81990432739258","2.1","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","13.166666984558105","26.548789978027344","99.5","0","computed_co2_regression","0","0","0.1881","0.033","50","50"
"history","2026-04-11T18:12:07.776Z","1038.3333740234375","2026-04-11T18:12:07.776Z","2026-05-11T18:12:07.289Z","41.719764709472656","2.096","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","13","26.514076232910156","99.41666412353516","0","computed_co2_regression","0","0","0.156","0.03","50","50"
"history","2026-04-11T18:12:15.211Z","1036.6666259765625","2026-04-11T18:12:15.211Z","2026-05-11T18:12:14.730Z","41.764591217041016","2.092","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.666666984558105","26.495384216308594","99.33333587646484","0","computed_co2_regression","0","0","0.1248","0.0291","50","50"
"history","2026-04-11T18:12:21.774Z","1035.6666259765625","2026-04-11T18:12:21.774Z","2026-05-11T18:12:21.289Z","41.70260238647461","2.089","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","12.333333015441895","26.50072479248047","99.25","0","computed_co2_regression","0","0","0.0962","0.0316","50","50"
"history","2026-04-11T18:12:27.157Z","1034.6666259765625","2026-04-11T18:12:27.157Z","2026-05-11T18:12:26.648Z","41.55668640136719","2.087","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.833333015441895","26.483367919921875","99.16666412353516","0","computed_co2_regression","0","0","0.0704","0.0327","50","50"
"history","2026-04-11T18:12:33.658Z","1033.6666259765625","2026-04-11T18:12:33.658Z","2026-05-11T18:12:33.178Z","41.506141662597656","2.084","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.666666984558105","26.449989318847656","99.08333587646484","0","computed_co2_regression","0","0","0.0475","0.0381","50","50"
"history","2026-04-11T18:12:39.673Z","1032.6666259765625","2026-04-11T18:12:39.673Z","2026-05-11T18:12:39.194Z","41.464176177978516","2.082","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.333333015441895","26.44598388671875","99","0","computed_co2_regression","0","0","0.0285","0.0383","50","50"
"history","2026-04-11T18:12:45.761Z","1032","2026-04-11T18:12:45.761Z","2026-05-11T18:12:45.284Z","41.325889587402344","2.08","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","11.166666984558105","26.421951293945312","99","0","computed_co2_regression","0","0","0.0141","0.0374","50","50"
"history","2026-04-11T18:12:51.668Z","1032","2026-04-11T18:12:51.668Z","2026-05-11T18:12:51.196Z","41.13134002685547","2.08","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10.666666984558105","26.38056182861328","99","0","computed_co2_regression","0","0","0.0048","0.0238","50","50"
"history","2026-04-11T18:12:57.836Z","1031.6666259765625","2026-04-11T18:12:57.836Z","2026-05-11T18:12:57.358Z","41.071258544921875","2.079","","3","나쁨","심각한 악화 (나쁨-3)","3","0","","1","10.5","26.38056182861328","99","0","computed_co2_regression","0","0","0.0004","0.011","50","50"
"history","2026-04-11T18:13:03.678Z","1031.3333740234375","2026-04-11T18:13:03.678Z","2026-05-11T18:13:03.204Z","41.18951416015625","2.032","","2.954","나쁨","심각한 악화 (나쁨-3)","2.954","0.093","","1","10.5","26.365875244140625","99","0.093","computed_co2_regression","0.093","0","0.001","0.0026","50","50"
"history","2026-04-11T18:13:09.680Z","1031","2026-04-11T18:13:09.680Z","2026-05-11T18:13:09.209Z","41.30586242675781","1.957","","2.879","나쁨","중간수준 악화 (나쁨-2)","2.879","0.242","","1","10.333333015441895","26.341842651367188","99","0.242","computed_co2_regression","0.242","0.081","0.0067","0.0004","50","50"
"history","2026-04-11T18:13:16.500Z","1030.6666259765625","2026-04-11T18:13:16.500Z","2026-05-11T18:13:16.021Z","41.26866912841797","1.881","","2.804","나쁨","중간수준 악화 (나쁨-2)","2.804","0.392","","1","10.5","26.333831787109375","99","0.392","computed_co2_regression","0.392","0.343","0.0177","0.0067","50","50"
"history","2026-04-11T18:13:22.515Z","1030.3333740234375","2026-04-11T18:13:22.515Z","2026-05-11T18:13:22.044Z","41.16948699951172","1.805","","2.729","나쁨","중간수준 악화 (나쁨-2)","2.729","0.542","","1","10.5","26.315139770507812","99","0.542","computed_co2_regression","0.542","0.643","0.034","0.0232","50","50"
"history","2026-04-11T18:13:28.372Z","1030","2026-04-11T18:13:28.372Z","2026-05-11T18:13:27.886Z","41.16948699951172","1.728","","2.653","나쁨","중간수준 악화 (나쁨-2)","2.653","0.694","","1","10.833333015441895","26.315139770507812","99","0.694","computed_co2_regression","0.694","0.835","0.0561","0.0393","50","50"
"history","2026-04-11T18:13:34.724Z","1030","2026-04-11T18:13:34.724Z","2026-05-11T18:13:34.251Z","40.97303009033203","1.652","","2.577","나쁨","중간수준 악화 (나쁨-2)","2.577","0.846","","1","10.666666984558105","26.283096313476562","99","0.846","computed_co2_regression","0.846","1.086","0.084","0.0649","50","50"
"history","2026-04-11T18:13:40.698Z","1030","2026-04-11T18:13:40.698Z","2026-05-11T18:13:40.228Z","40.78515625","1.575","","2.5","나쁨","중간수준 악화 (나쁨-2)","2.5","1","","1","10.666666984558105","26.27375030517578","98.91666412353516","1","computed_co2_regression","1","1.313","0.1185","0.0934","50","50"
"history","2026-04-11T18:13:46.786Z","1029.6666259765625","2026-04-11T18:13:46.786Z","2026-05-11T18:13:46.311Z","40.746055603027344","1.495","","2.421","나쁨","중간수준 악화 (나쁨-2)","2.421","1.158","","1","10.5","26.263065338134766","98.83333587646484","1.158","computed_co2_regression","1.158","1.6","0.16","0.135","50","50"
"history","2026-04-11T18:13:52.737Z","1029.3333740234375","2026-04-11T18:13:52.737Z","2026-05-11T18:13:52.262Z","40.71458435058594","1.414","","2.341","나쁨","중간수준 악화 (나쁨-2)","2.341","1.319","","1","10.166666984558105","26.237693786621094","98.75","1.319","computed_co2_regression","1.319","1.949","0.2091","0.1904","50","50"
"history","2026-04-11T18:13:58.722Z","1029.3333740234375","2026-04-11T18:13:58.722Z","2026-05-11T18:13:58.247Z","40.70409393310547","1.332","","2.259","나쁨","중간수준 악화 (나쁨-2)","2.259","1.482","","1","10.166666984558105","26.23235321044922","98.66666412353516","1.482","computed_co2_regression","1.482","2.316","0.2661","0.2633","50","50"
"history","2026-04-11T18:14:04.743Z","1029.6666259765625","2026-04-11T18:14:04.743Z","2026-05-11T18:14:04.269Z","40.73365783691406","1.251","","2.177","나쁨","중간수준 악화 (나쁨-2)","2.177","1.647","","1","10.166666984558105","26.20965576171875","98.58333587646484","1.647","computed_co2_regression","1.647","2.704","0.3316","0.3535","50","50"
"history","2026-04-11T18:14:10.735Z","1030.3333740234375","2026-04-11T18:14:10.735Z","2026-05-11T18:14:10.257Z","40.69837188720703","1.17","","2.095","나쁨","중간수준 악화 (나쁨-2)","2.095","1.811","","1","10.666666984558105","26.172271728515625","98.5","1.811","computed_co2_regression","1.811","2.964","0.405","0.4356","50","50"
