co2,expireAt._nanoseconds,expireAt._seconds,humidity,iaqi.e_score,iaqi.i_score,iaqi.m_score,iaqi.primary_grade,iaqi.sub_level,iaqiScore,k,macAddress,nox,pm25,temp,timestamp._nanoseconds,timestamp._seconds,tvoc
800.3333129882812,276000000,1778554249,40.4913444519043,,0.363,0.501,보통,,0.501,,d83bda1d5960,1,7.833333492279053,25.025367736816406,367000000,1775962249,100.5
801.3333129882812,583000000,1778554254,40.49611282348633,,0.363,0.503,보통,,0.503,,d83bda1d5960,1,7.666666507720947,25.03070831298828,673000000,1775962254,100.75
801.6666870117188,743000000,1778554260,40.48466491699219,,0.364,0.504,보통,,0.504,,d83bda1d5960,1,7.666666507720947,25.03204345703125,834000000,1775962260,101
802,628000000,1778554266,40.47894287109375,,0.364,0.505,보통,,0.505,,d83bda1d5960,1,7.666666507720947,25.0213623046875,718000000,1775962266,101.16666412353516
802,596000000,1778554272,40.48180389404297,,0.364,0.505,보통,,0.505,,d83bda1d5960,1,7.5,25.00934600830078,689000000,1775962272,101.33333587646484
802,614000000,1778554278,40.517093658447266,,0.363,0.505,보통,,0.505,,d83bda1d5960,1,7.333333492279053,25.025367736816406,705000000,1775962278,101.5
802.3333129882812,622000000,1778554284,40.54570388793945,,0.363,0.506,보통,,0.506,,d83bda1d5960,1,7.333333492279053,25.038719177246094,712000000,1775962284,101.66666412353516
802.6666870117188,490000000,1778554291,40.56858825683594,,0.362,0.507,보통,,0.507,,d83bda1d5960,1,7.5,25.03070831298828,580000000,1775962291,101.75
803.3333129882812,839000000,1778554297,40.54474639892578,,0.363,0.508,보통,,0.508,,d83bda1d5960,1,7.666666507720947,25.014686584472656,931000000,1775962297,102.08333587646484
804,591000000,1778554304,40.52758026123047,,0.364,0.51,보통,,0.51,,d83bda1d5960,1,7.833333492279053,25,682000000,1775962304,102.25
805,219000000,1778554310,40.56191635131836,,0.364,0.513,보통,,0.513,,d83bda1d5960,1,7.666666507720947,25.016021728515625,309000000,1775962310,102.33333587646484
806.3333129882812,682000000,1778554316,40.57049560546875,,0.365,0.516,보통,,0.516,,d83bda1d5960,1,7.833333492279053,25.026702880859375,773000000,1775962316,102.5
807.3333129882812,142000000,1778554322,40.574310302734375,,0.365,0.518,보통,,0.518,,d83bda1d5960,1,8.166666984558105,25.03070831298828,232000000,1775962322,102.66666412353516
808,196000000,1778554328,40.5933837890625,,0.365,0.52,보통,,0.52,,d83bda1d5960,1,8.333333015441895,25.036048889160156,287000000,1775962328,102.83333587646484
