createdAt,pm25,usAQI,co2,tvoc,nox,temp,humidity
2026-04-07T23:07:02.670Z,3.3333332538604736,14,1277.6666259765625,253.5833282470703,1,24.787704467773438,44.28784942626953
2026-04-07T23:07:07.594Z,3.6666667461395264,15,1276.3333740234375,253.25,1,24.787704467773438,44.28784942626953
2026-04-07T23:07:12.632Z,3.3333332538604736,14,1275.3333740234375,252.9166717529297,1,24.782363891601562,44.29261779785156
2026-04-07T23:07:17.635Z,2.6666667461395264,11,1274.3333740234375,252.6666717529297,1,24.80773162841797,44.30883026123047
2026-04-07T23:07:22.647Z,2.3333332538604736,10,1273.3333740234375,252.1666717529297,1,24.810401916503906,44.30406188964844
2026-04-07T23:07:27.623Z,2.1666667461395264,9,1272,251.6666717529297,1,24.810401916503906,44.30406188964844
2026-04-07T23:07:32.641Z,2.1666667461395264,9,1271,251.1666717529297,1,24.782363891601562,44.25065612792969
2026-04-07T23:07:37.592Z,2,8,1270,250.6666717529297,1,24.790374755859375,44.21632385253906
2026-04-07T23:07:42.632Z,1.8333333730697632,8,1268.6666259765625,250.4166717529297,1,24.79571533203125,44.15528869628906
2026-04-07T23:07:47.652Z,2.3333332538604736,10,1267.6666259765625,250.1666717529297,1,24.79571533203125,44.15528869628906
2026-04-07T23:07:52.644Z,2.8333332538604736,12,1266,250.1666717529297,1,24.790374755859375,44.03703308105469
2026-04-07T23:07:57.641Z,3.3333332538604736,14,1264.3333740234375,250.4166717529297,1,24.787704467773438,43.923545837402344
2026-04-07T23:08:02.667Z,3.3333332538604736,14,1262.3333740234375,250.6666717529297,1,24.77568817138672,43.91400909423828
2026-04-07T23:08:07.651Z,3.5,15,1260.6666259765625,250.6666717529297,1,24.77568817138672,43.91400909423828
2026-04-07T23:08:12.662Z,3.8333332538604736,16,1258.3333740234375,250.5,1,24.77568817138672,43.923545837402344
2026-04-07T23:08:17.635Z,4,17,1255.6666259765625,250.25,1,24.791709899902344,43.8863525390625
2026-04-07T23:08:22.615Z,3.8333332538604736,16,1253,250,1,24.7850341796875,44.04084777832031
2026-04-07T23:08:27.609Z,3.1666667461395264,13,1251,250,1,24.7850341796875,44.04084777832031
2026-04-07T23:08:32.644Z,3,13,1250.3333740234375,250,1,24.779693603515625,44.43663024902344
2026-04-07T23:08:37.658Z,3,13,1251,250,1,24.79438018798828,44.742767333984375
2026-04-07T23:08:42.653Z,3.5,15,1253.3333740234375,250,1,24.791709899902344,45.00407409667969
2026-04-07T23:08:47.639Z,3.6666667461395264,15,1256,250.0833282470703,1,24.791709899902344,45.00407409667969
2026-04-07T23:08:50.678Z,25,78,900,120,12,24.2,41.5
2026-04-07T23:08:52.685Z,3.6666667461395264,15,1259,250.3333282470703,1,24.770347595214844,45.29780578613281
2026-04-07T23:08:57.601Z,3.6666667461395264,15,1261.3333740234375,250.5833282470703,1,24.778358459472656,45.289222717285156
2026-04-07T23:09:02.598Z,3.6666667461395264,15,1263.3333740234375,250.8333282470703,1,24.790374755859375,45.196712493896484
2026-04-07T23:09:07.632Z,3.6666667461395264,15,1264.3333740234375,251.0833282470703,1,24.790374755859375,45.196712493896484
2026-04-07T23:09:12.640Z,4,17,1265,251.25,1,24.778358459472656,45.342628479003906
2026-04-07T23:09:17.574Z,4.166666507720947,17,1264.6666259765625,251.25,1,24.77435302734375,45.29875946044922
2026-04-07T23:09:22.609Z,4.333333492279053,18,1264,251.25,1,24.782363891601562,44.95161819458008
2026-04-07T23:09:27.597Z,3.6666667461395264,15,1262.6666259765625,251.1666717529297,1,24.782363891601562,44.95161819458008
2026-04-07T23:09:32.611Z,3,13,1261.6666259765625,250.75,1,24.781028747558594,44.750389099121094
2026-04-07T23:09:37.616Z,2.6666667461395264,11,1259.6666259765625,250.6666717529297,1,24.781028747558594,44.82763671875
2026-04-07T23:09:42.635Z,2.6666667461395264,11,1257.6666259765625,250.4166717529297,1,24.7850341796875,44.93730926513672
2026-04-07T23:09:47.621Z,2.8333332538604736,12,1255.3333740234375,250.1666717529297,1,24.7850341796875,44.93730926513672
2026-04-07T23:09:52.602Z,3,13,1254,250.1666717529297,1,24.7850341796875,44.90965270996094
2026-04-07T23:09:57.643Z,3.5,15,1252,250,1,24.793045043945312,45.009788513183594
2026-04-07T23:10:02.666Z,3.6666667461395264,15,1250,249.9166717529297,1,24.790374755859375,45.243438720703125
2026-04-07T23:10:07.606Z,3.5,15,1248,249.6666717529297,1,24.790374755859375,45.243438720703125
2026-04-07T23:10:12.623Z,3.3333332538604736,14,1246.6666259765625,249.4166717529297,1,24.7850341796875,45.368377685546875
2026-04-07T23:10:17.623Z,3.5,15,1245,249.1666717529297,1,24.781028747558594,45.41796875
2026-04-07T23:10:22.654Z,3.8333332538604736,16,1243.3333740234375,249,1,24.778358459472656,45.42654800415039
2026-04-07T23:10:27.621Z,3.8333332538604736,16,1241.6666259765625,249,1,24.778358459472656,45.42654800415039
2026-04-07T23:10:32.628Z,3.3333332538604736,14,1240.3333740234375,248.75,1,24.77568817138672,45.34548568725586
2026-04-07T23:10:37.658Z,2.6666667461395264,11,1238.3333740234375,248.5,1,24.777023315429688,45.27109909057617
