co2,createdAt._nanoseconds,createdAt._seconds,expireAt._nanoseconds,expireAt._seconds,humidity,iaqi.e_score,iaqi.i_score,iaqi.m_score,iaqi.primary_grade,iaqi.sub_level,iaqiScore,k,nox,pm25,temp,timestamp._nanoseconds,timestamp._seconds,tvoc
829,583000000,1775937484,106000000,1778529484,46.76575469970703,,0.257,0.573,보통,,0.573,,1,19.66666603088379,24.922561645507812,583000000,1775937484,109.25
829,611000000,1775937490,130000000,1778529490,46.76575469970703,,0.26,0.573,보통,,0.573,,1,20,24.92523193359375,611000000,1775937490,109.08333587646484
829,601000000,1775937496,112000000,1778529496,46.77433776855469,,0.262,0.573,보통,,0.573,,1,20.33333396911621,24.929237365722656,601000000,1775937496,108.91666412353516
828.6666870117188,186000000,1775937504,711000000,1778529503,46.76289367675781,,0.266,0.572,보통,,0.572,,1,20.83333396911621,24.92523193359375,186000000,1775937504,108.75
828.3333129882812,464000000,1775937510,989000000,1778529509,46.749542236328125,,0.268,0.571,보통,,0.571,,1,21.16666603088379,24.91588592529297,464000000,1775937510,108.66666412353516
828,326000000,1775937516,848000000,1778529515,46.734283447265625,,0.267,0.57,보통,,0.57,,1,21,24.90253448486328,326000000,1775937516,108.58333587646484
828,437000000,1775937522,961000000,1778529521,46.693275451660156,,0.267,0.57,보통,,0.57,,1,20.83333396911621,24.911880493164062,437000000,1775937522,108.41666412353516
828,391000000,1775937528,914000000,1778529527,46.67134094238281,,0.267,0.57,보통,,0.57,,1,20.83333396911621,24.91455078125,391000000,1775937528,108.25
828,342000000,1775937534,860000000,1778529533,46.69232177734375,,0.264,0.57,보통,,0.57,,1,20.5,24.91588592529297,342000000,1775937534,107.91666412353516
828,389000000,1775937540,910000000,1778529539,46.67515563964844,,0.263,0.57,보통,,0.57,,1,20.16666603088379,24.910541534423828,389000000,1775937540,107.58333587646484
828,358000000,1775937546,880000000,1778529545,46.645591735839844,,0.261,0.57,보통,,0.57,,1,19.83333396911621,24.899860382080078,358000000,1775937546,107.41666412353516
827.6666870117188,480000000,1775937552,994000000,1778529551,46.62841796875,,0.262,0.569,보통,,0.569,,1,20,24.907875061035156,480000000,1775937552,107.25
827.6666870117188,318000000,1775937558,844000000,1778529557,46.571197509765625,,0.264,0.569,보통,,0.569,,1,20,24.90520477294922,318000000,1775937558,107.08333587646484
827.3333129882812,602000000,1775937566,127000000,1778529566,46.55403518676758,,0.264,0.568,보통,,0.568,,1,20,24.911880493164062,602000000,1775937566,106.91666412353516
827.3333129882812,679000000,1775937573,195000000,1778529573,46.605533599853516,,0.261,0.568,보통,,0.568,,1,19.83333396911621,24.933242797851562,679000000,1775937573,106.75
827,47000000,1775937579,564000000,1778529578,46.65989303588867,,0.26,0.568,보통,,0.568,,1,19.83333396911621,24.930572509765625,47000000,1775937579,106.66666412353516
827,273000000,1775937585,792000000,1778529584,46.7047119140625,,0.26,0.568,보통,,0.568,,1,20,24.91588592529297,273000000,1775937585,106.58333587646484
827,115000000,1775937591,629000000,1778529590,46.76002502441406,,0.26,0.568,보통,,0.568,,1,20.16666603088379,24.89719009399414,115000000,1775937591,106.5
827,67000000,1775937597,589000000,1778529596,46.75048828125,,0.264,0.568,보통,,0.568,,1,20.66666603088379,24.914546966552734,67000000,1775937597,106.41666412353516
827,139000000,1775937603,656000000,1778529602,46.67896270751953,,0.265,0.568,보통,,0.568,,1,20.66666603088379,24.922561645507812,139000000,1775937603,106.33333587646484
827,101000000,1775937609,609000000,1778529608,46.6436767578125,,0.267,0.568,보통,,0.568,,1,20.83333396911621,24.901199340820312,101000000,1775937609,106.25
827.3333129882812,66000000,1775937615,588000000,1778529614,46.66942596435547,,0.267,0.568,보통,,0.568,,1,20.83333396911621,24.906539916992188,66000000,1775937615,106.16666412353516
827.6666870117188,867000000,1775937621,385000000,1778529621,46.66942596435547,,0.27,0.569,보통,,0.569,,1,21.16666603088379,24.90520477294922,867000000,1775937621,106
828,953000000,1775937628,462000000,1778529628,46.63318634033203,,0.274,0.57,보통,,0.57,,1,21.66666603088379,24.90386962890625,953000000,1775937628,105.83333587646484
828,509000000,1775937634,33000000,1778529634,46.64653778076172,,0.275,0.57,보통,,0.57,,1,21.83333396911621,24.899860382080078,509000000,1775937634,105.75
828,560000000,1775937640,71000000,1778529640,46.65702819824219,,0.276,0.57,보통,,0.57,,1,22,24.899860382080078,560000000,1775937640,105.58333587646484
828,744000000,1775937646,260000000,1778529646,46.659889221191406,,0.275,0.57,보통,,0.57,,1,21.83333396911621,24.909210205078125,744000000,1775937646,105.5
828,623000000,1775937652,136000000,1778529652,46.66656494140625,,0.273,0.57,보통,,0.57,,1,21.66666603088379,24.903865814208984,623000000,1775937652,105.33333587646484
828,508000000,1775937658,15000000,1778529658,46.65607452392578,,0.27,0.57,보통,,0.57,,1,21.16666603088379,24.899860382080078,508000000,1775937658,105.16666412353516
828,526000000,1775937664,30000000,1778529664,46.68182373046875,,0.266,0.57,보통,,0.57,,1,20.66666603088379,24.894519805908203,526000000,1775937664,105
